GENE	SLMC2	CGH1	CGH2	UST4	UST1	SLMC5	SLMC6	CGH6	CGH5	UST5	UST2	SLMC4	UST3	CGH3	UST6	SLMC1	SLMC3	CGH4
gb|U00096.3|-|4377810-4378944|ARO:3004290|Ecol_ampC_BLA	0	2	1	0	6	3	1	3	0	2	2	1	5	0	0	3	0	0
gb|KR857683.1|+|0-1164|ARO:3004582|tet(49)	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	3	0	1
gb|AB255435.1|+|117276-117657|ARO:3005036|BLMT	0	8	0	0	1	0	0	0	1	0	0	0	0	4	0	3	0	1
gb|NG_059898.1|+|100-961|ARO:3005266|TEM-235	3	0	1	3	2	0	0	1	1	0	5	0	0	0	1	3	2	2
gb|NG_065939.1|+|0-861|ARO:3005272|TEM-242	1	0	0	1	0	1	0	0	0	0	2	2	1	0	0	3	0	1
gb|NG_060521.1|+|1-864|ARO:3006165|GES-36	2	31	21	7	1	7	1	17	48	3	1	1	3	19	72	3	8	18
gb|NG_062216.1|+|1-864|ARO:3006168|GES-39	0	29	32	8	3	4	2	14	39	1	1	2	1	29	52	3	7	28
gb|NG_062356.1|+|1-864|ARO:3006169|GES-40	2	20	30	5	2	5	1	15	39	4	1	4	1	14	45	3	0	18
gb|NG_050307.1|+|1-861|ARO:3006139|TEM-98	5	2	1	3	6	5	0	6	1	6	5	4	3	4	2	3	4	2
gb|MN928789.1|+|0-792|ARO:3007033|Erm(51)	6	60	10	20	13	2	5	42	50	6	28	0	22	0	26	3	0	92
gb|AY394560.1|+|0-1920|ARO:3007120|tet(O/M/O)	10	6	8	23	14	23	3	3	14	3	19	11	6	7	16	3	4	23
gb|LR730402.1|+|740042-740987|ARO:3003843|leuO	6	4	6	12	20	3	6	5	2	4	10	4	9	7	8	3	1	6
gb|EU165039.1|+|609-1404|ARO:3005154|APH(3')-XVa	0	1	0	0	0	0	0	1	2	1	0	0	0	1	0	3	0	3
gb|AF315786.1|+|1313-2114|ARO:3001429|OXA-35	0	5	4	0	0	0	0	2	5	1	0	0	1	0	0	2	3	3
gb|AF355189.1|+|1434-2439|ARO:3002600|AAC_3Ib_AAC_6Ib	2	41	38	5	1	4	3	11	42	0	1	3	0	21	5	2	7	42
gb|AF408195.1|+|7908-9393|ARO:3003206|lsaE	10	3	19	27	23	241	20	22	46	16	13	34	1	39	25	2	28	79
gb|GQ342996.1|+|797-1793|ARO:3003097|CfxA6	0	0	0	6	0	3	1	8	2	0	0	15	4	1	1	2	28	19
gb|AJ252200.1|+|81-1266|ARO:3003055|smeD	966	8	7	2	5	4	1	2	158	188	3	3	1	1	23	2	1	162
gb|BX664015.1|-|103017-103833|ARO:3002641|APH(3')-Ia	0	149	281	5	0	11	1	35	263	7	1	3	12	167	12	2	5	192
gb|GU045307.1|+|100-841|ARO:3002217|IMP-26	0	20	19	1	0	1	0	15	6	0	0	0	0	17	4	2	0	4
gb|AY589493.1|+|166-1027|ARO:3000975|TEM-112	4	1	5	3	3	2	1	3	1	3	2	3	1	3	1	2	1	1
gb|AY928180.1|+|0-495|ARO:3002837|lnuC	1	1	2	2	0	13	0	3	5	2	4	2	0	3	4	2	5	12
gb|BX571965.1|-|2147817-2150949|ARO:3002983|amrB	0	0	0	0	0	4	0	0	0	4	1	1	4	1	1	2	0	1
gb|L25634.1|+|1273-2158|ARO:3003562|blaF	0	6	7	5	17	0	16	40	21	5	6	1	20	0	17	2	14	3
gb|GU831575.1|+|0-843|ARO:3001662|OXA-164	0	31	13	10	7	0	0	4	3	1	15	3	7	0	1	2	50	57
gb|D78168.1|+|1591-3130|ARO:3000254|emrY	5	9	12	14	22	6	5	9	5	4	15	6	10	7	12	2	6	13
gb|AY528425.1|+|0-861|ARO:3000997|TEM-133	1	3	0	0	2	0	0	0	1	0	0	0	0	1	0	2	1	0
gb|FJ848783.1|+|1270-2071|ARO:3001801|OXA-147	0	5	8	0	0	1	0	2	6	0	3	2	0	1	0	2	7	2
gb|EF136376.1|+|0-861|ARO:3001025|TEM-159	1	2	0	1	2	1	0	0	0	0	1	0	0	0	0	2	1	0
gb|X57972.1|+|339-1200|ARO:3000878|TEM-6	2	2	1	0	2	3	2	3	1	0	1	0	0	1	2	2	1	1
gb|DQ286729.1|+|0-861|ARO:3000924|TEM-55	0	2	0	0	2	0	0	0	1	0	0	0	1	0	2	2	0	0
gb|NG_050256.1|+|100-961|ARO:3000896|TEM-26	0	1	2	3	1	3	0	0	1	2	0	2	1	0	1	2	3	1
gb|AJ239002.1|+|0-861|ARO:3000935|TEM-68	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	2	0	0
gb|X56809.1|+|111-894|ARO:3002997|LCR-1	0	3	7	1	2	1	2	12	2	0	0	0	1	11	8	2	4	8
gb|AY092401.1|+|0-861|ARO:3000963|TEM-96	1	2	3	1	3	1	1	2	4	1	1	3	3	1	0	2	0	2
gb|KF240808.1|+|0-861|ARO:3001386|TEM-209	1	2	0	1	2	2	1	3	0	0	2	1	0	2	3	2	1	0
gb|Y17584.1|+|0-858|ARO:3000899|TEM-29	2	0	1	0	2	0	0	2	0	0	0	0	0	0	1	2	0	0
gb|AM296481.1|+|775-2041|ARO:3002699|cmlB1	0	29	15	21	6	11	2	5	13	10	26	8	11	0	36	2	82	24
gb|M95287.4|+|2455-3283|ARO:3001397|OXA-2	1	8	4	1	0	12	3	3	16	0	1	6	0	8	3	2	2	2
gb|U14748.1|+|324-1239|ARO:3002481|AER-1	1	10	24	0	0	14	0	1	1	2	0	5	5	48	0	2	12	0
gb|DQ393783.1|+|1799-2591|ARO:3002615|aadA15	8	34	35	1	4	13	2	15	54	4	1	4	1	13	16	2	12	20
gb|AF104442.1|+|193-1054|ARO:3000923|TEM-54	7	0	2	2	6	0	3	4	1	5	2	4	2	7	1	2	3	3
gb|HM173356.1|+|511-1375|ARO:3002345|GES-16	4	32	35	12	1	5	2	7	39	1	3	2	2	16	49	2	9	19
gb|AY956335.1|+|38-899|ARO:3001004|TEM-141	0	0	1	0	4	0	2	2	4	5	0	1	0	2	1	2	1	0
gb|U00096.3|+|2810769-2811300|ARO:3000516|emrR	0	1	2	1	1	1	1	4	2	0	0	1	7	2	3	2	3	4
gb|AJ318093.1|+|0-861|ARO:3000960|TEM-93	5	4	3	3	4	3	1	6	1	2	2	2	1	3	2	2	0	0
gb|AF313471.1|+|1421-2288|ARO:3002240|CARB-1	0	10	29	0	1	12	1	3	2	1	0	2	2	2	5	2	3	4
gb|GU208678.1|+|0-864|ARO:3002344|GES-15	3	20	30	6	1	3	3	10	27	3	3	3	2	14	52	2	8	15
gb|AF294653.1|+|2749-4009|ARO:3002696|cmlA6	13	92	43	5	3	16	1	43	111	11	7	18	3	68	26	2	10	80
gb|JN596280.1|+|1918-2782|ARO:3002348|GES-19	1	22	35	5	1	5	2	9	35	1	3	3	4	13	51	2	4	15
gb|AY130282.1|+|0-762|ARO:3000980|TEM-117	3	1	1	2	3	3	2	3	2	3	2	2	2	2	0	2	1	0
gb|AY123251.1|+|2950-3505|ARO:3002594|AAC(6')-IIa	4	178	217	0	2	40	0	124	527	14	99	26	0	146	47	2	18	174
gb|AF535127.1|+|208-1069|ARO:3000978|TEM-115	0	2	2	0	0	2	0	0	0	1	1	2	0	1	1	2	3	0
gb|AY136758.1|+|377-947|ARO:3002582|AAC(6')-Ib11	4	32	57	2	1	8	2	21	35	0	2	5	0	20	2	2	6	38
gb|AF427128.1|+|208-1069|ARO:3000949|TEM-82	4	3	2	0	2	2	1	1	1	4	0	0	2	2	2	2	1	2
gb|AP009048.1|-|3980025-3981183|ARO:3000795|mdtE	8	8	9	8	10	6	5	12	7	2	11	3	8	12	17	2	5	13
gb|AP009048.1|+|1621287-1621671|ARO:3000263|marA	1	1	0	3	3	2	3	1	0	7	1	0	1	2	2	2	0	6
gb|EF452177.1|+|0-495|ARO:3002838|lnuD	0	1	1	0	0	1	0	1	3	0	0	0	0	0	0	2	1	5
gb|FJ807656.1|+|0-861|ARO:3001020|TEM-154	1	3	1	0	2	4	1	1	0	3	1	0	1	1	2	2	0	1
gb|FJ405211.1|+|0-861|ARO:3000926|TEM-57	0	1	1	1	1	0	2	0	1	4	1	0	0	0	1	2	3	0
gb|AY139603.1|+|106-898|ARO:3002608|aadA8	17	69	111	5	8	19	0	26	68	3	6	15	4	31	9	2	21	38
gb|DQ336355.1|+|602-1367|ARO:3002640|APH(3'')-Ic	0	2	10	1	17	0	13	21	5	1	2	0	9	0	11	2	9	4
gb|JN836269.1|+|0-657|ARO:3004622|QnrS10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
gb|EU370913.1|+|47850-51003|ARO:3003923|oqxB	71	24	17	3	15	28	5	3	25	59	15	61	3	2	39	2	13	38
gb|MK303617.1|+|0-657|ARO:3004627|QnrS15	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0
gb|AF251288.1|-|794-2000|ARO:3004659|Mef(En2)	9	4	1	11	2	19	3	12	18	2	3	49	12	9	0	2	44	40
gb|LN873256.1|-|3238-4027|ARO:3004682|aadA27	0	7	3	0	0	4	0	4	24	1	0	0	0	0	8	2	0	7
gb|DQ679966.1|+|299-1493|ARO:3004042|Eclo_acrA	0	1	0	0	2	0	1	0	0	0	3	0	1	0	1	2	1	2
gb|APOM01000001.1|-|40253-41033|ARO:3004091|ANT(3'')-IIc	0	18	6	0	0	3	4	13	86	30	1	4	0	0	40	2	4	9
gb|M35190.1|+|308-932|ARO:3004454|Ccol_ACT_CHL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
gb|NG_057472.1|+|0-861|ARO:3005263|TEM-232	0	1	2	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0
gb|FJ905898.1|+|328-802|ARO:3004547|dfrA6	0	2	1	0	0	0	0	1	3	3	26	0	3	1	34	2	0	7
gb|GU067642.1|+|534-1008|ARO:3004555|dfrA32	13	0	0	4	0	2	0	0	2	2	0	2	0	13	0	2	0	0
gb|ASTU01000063.1|+|61248-62787|ARO:3004597|Kpne_KpnH	5	13	5	7	6	3	6	3	2	5	10	5	8	3	9	2	6	6
gb|EU161636.1|+|1021-1576|ARO:3005115|AAC(6')-Ib-cr5	0	19	22	1	0	5	2	6	11	0	0	1	1	8	0	2	3	12
gb|JABGAB010000032.1|-|11074-11629|ARO:3005117|AAC(6')-Ib-cr7	1	13	20	2	1	6	1	6	10	0	0	1	0	12	2	2	1	16
gb|NG_061611.1|+|0-861|ARO:3005267|TEM-236	0	0	1	0	3	0	0	4	0	0	0	1	2	1	1	2	2	1
gb|NG_062250.1|+|100-961|ARO:3005268|TEM-237	3	4	0	7	6	7	6	5	4	5	2	3	6	4	2	2	3	0
gb|NG_066505.1|+|49-915|ARO:3005585|CARB-51	0	7	15	0	0	10	0	3	2	1	0	2	1	3	2	2	4	3
gb|NG_049084.1|+|101-1234|ARO:3006879|EC-19	2	3	0	0	1	0	0	2	0	1	0	2	4	0	2	2	0	3
gb|NG_049130.1|+|1-864|ARO:3006156|GES-27	5	30	33	5	1	2	4	8	30	1	1	0	3	14	68	2	5	23
gb|NG_060520.1|+|1-864|ARO:3006164|GES-35	2	16	21	4	0	0	2	10	36	1	2	1	2	13	22	2	2	8
gb|NG_060522.1|+|1-864|ARO:3006166|GES-37	1	33	40	4	1	4	2	15	31	1	6	2	1	21	44	2	12	18
gb|NG_065870.1|+|1-873|ARO:3006171|GES-42	2	24	29	5	1	5	3	13	23	0	2	4	1	17	52	2	5	13
gb|NG_064753.1|+|1-795|ARO:3005995|OXA-795	0	11	26	0	0	2	1	7	21	0	1	4	1	9	3	2	1	11
gb|NG_064781.1|+|1-801|ARO:3006022|OXA-824	0	15	24	1	0	2	1	2	32	0	0	4	1	16	4	2	0	11
gb|AE004091.2|+|4707534-4710624|ARO:3000808|MexI	106	6	6	4	2	2	5	5	88	18	5	2	4	10	21	2	8	20
gb|AJ519683.1|+|281-1076|ARO:3001794|OXA-45	0	21	41	0	0	2	0	3	14	5	2	1	0	32	3	1	0	10
gb|FJ617207.1|+|0-828|ARO:3001800|OXA-226	0	2	3	0	0	5	0	2	3	0	0	1	1	2	1	1	2	4
gb|JQ808129.1|+|633-1188|ARO:3002546|AAC(6')-Ib	5	53	81	4	2	13	0	21	56	0	3	5	2	54	4	1	7	37
gb|AJ809407.1|+|118-898|ARO:3002620|aadA23	0	13	11	3	2	10	1	5	41	0	1	4	1	19	6	1	2	9
gb|Y10279.1|+|0-861|ARO:3000916|TEM-47	0	0	2	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1
gb|X65254.1|+|175-1036|ARO:3000887|TEM-16	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
gb|AY040093.1|+|68-929|ARO:3000965|TEM-102	0	1	0	3	1	2	0	0	0	0	0	1	0	0	1	1	0	0
gb|AY628175.1|+|210-1071|ARO:3000972|TEM-109	0	0	1	1	1	0	1	0	0	2	0	0	0	2	2	1	1	1
gb|U95363.2|+|0-861|ARO:3000912|TEM-43	3	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	2	1
gb|AB700703.1|+|161-1022|ARO:3001057|TEM-198	0	0	0	0	2	1	0	0	0	3	1	0	2	0	1	1	2	0
gb|AF190693.1|+|208-1069|ARO:3000944|TEM-78	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gb|EF534736.1|+|213-1074|ARO:3001024|TEM-158	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0
gb|AB049569.1|+|0-861|ARO:3000958|TEM-91	1	0	1	0	3	1	0	3	0	0	2	0	0	1	0	1	0	0
gb|KC818234.1|+|0-861|ARO:3001384|TEM-207	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
gb|L22689.1|+|261-1035|ARO:3000593|ErmQ	1	3	0	3	0	0	1	2	0	1	0	0	0	2	0	1	2	1
gb|GU550123.1|+|144-1005|ARO:3001041|TEM-176	2	0	0	1	1	0	0	2	0	0	0	0	0	0	1	1	0	0
gb|AM087454.1|+|208-1069|ARO:3001015|TEM-148	0	2	0	1	0	1	0	0	0	0	1	0	0	2	0	1	0	0
gb|FJ197316.1|+|0-861|ARO:3001032|TEM-166	0	2	1	1	3	0	1	1	0	0	1	0	0	1	0	1	0	1
gb|AY307100.1|+|0-861|ARO:3000984|TEM-122	0	0	1	0	2	0	1	2	0	0	0	0	0	0	2	1	0	0
gb|KP050491.1|+|0-861|ARO:3001391|TEM-214	1	2	0	0	1	0	2	1	0	1	0	1	1	2	1	1	0	0
gb|AF203816.1|+|210-1071|ARO:3000937|TEM-71	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0
gb|LLLC01000048.1|-|352-1171|ARO:3002537|AAC(3)-IIIb	0	2	2	0	1	0	0	0	3	2	4	1	0	1	2	1	0	0
gb|U15027.1|+|0-624|ARO:3002686|catP	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1
gb|AY920928.1|+|2689-3553|ARO:3002338|GES-9	5	22	24	5	0	5	4	12	30	1	0	2	0	11	43	1	2	23
gb|AY260546.3|+|4477-5341|ARO:3002336|GES-7	2	23	38	4	3	8	2	11	22	1	4	2	2	10	49	1	6	11
gb|JN211012.1|+|213-1074|ARO:3001048|TEM-188	0	0	0	2	0	0	0	0	0	1	1	0	1	0	0	1	0	1
gb|AJ308558.1|+|181-1042|ARO:3000962|TEM-95	0	1	0	0	2	2	0	1	0	2	0	0	0	0	0	1	0	1
gb|AF315351.1|+|672-1500|ARO:3001426|OXA-32	1	3	3	0	0	2	0	1	5	0	0	1	0	1	0	1	1	2
gb|AY072920.1|+|0-861|ARO:3000973|TEM-110	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0
gb|AY171244.1|+|46-838|ARO:3002618|aadA21	0	15	11	3	1	11	1	6	25	2	2	2	3	10	5	1	4	11
gb|JX310327.1|+|0-861|ARO:3001378|TEM-201	0	1	0	2	1	0	1	0	0	1	0	0	0	0	1	1	1	1
gb|CP003022.1|+|336788-337580|ARO:3003197|aadA25	4	16	31	1	6	8	0	21	27	4	3	9	5	8	19	1	16	20
gb|AB116260.1|+|1329-2193|ARO:3002333|GES-4	0	19	20	1	4	1	5	8	35	1	3	2	1	16	42	1	1	17
gb|U00096.1|-|3412802-3413465|ARO:3000656|AcrS	3	4	6	5	7	7	11	2	4	3	1	1	7	0	5	1	0	6
gb|KC900516.1|+|0-858|ARO:3001382|TEM-205	1	1	0	1	1	1	0	2	1	1	0	0	2	1	0	1	0	1
gb|KF663615.1|+|0-858|ARO:3001390|TEM-213	2	0	0	2	0	2	0	1	2	0	2	6	2	5	2	1	4	1
gb|FJ854362.1|+|701-1565|ARO:3002340|GES-11	0	30	36	4	0	1	4	13	48	3	2	5	0	19	72	1	11	21
gb|JF949915.1|+|0-754|ARO:3001052|TEM-192	0	0	0	0	2	1	0	3	0	2	0	0	0	1	1	1	0	2
gb|EU675686.1|+|1956-2409|ARO:3002848|arr-3	2	41	57	14	1	15	4	18	36	3	8	25	4	29	11	1	10	46
gb|HG934763.1|+|0-861|ARO:3001394|TEM-217	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	2
gb|AJ238249.1|+|126-930|ARO:3002836|lnuB	6	4	8	16	11	122	8	12	9	6	3	13	0	25	10	1	14	32
gb|AP009048.1|-|4153663-4154296|ARO:3000518|CRP	8	5	1	2	5	1	9	3	2	2	3	3	6	2	3	1	9	5
gb|AJ310778.1|+|7003-7573|ARO:3003015|dfrA19	0	50	29	0	0	1	0	4	16	1	0	0	5	2	1	1	0	33
gb|AF332513.1|+|103-964|ARO:3000931|TEM-63	0	0	0	0	1	0	1	1	0	0	0	2	0	1	0	1	0	0
gb|Y10281.1|+|0-861|ARO:3000918|TEM-49	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	2
gb|FJ820124.1|+|1123-1987|ARO:3002339|GES-10	0	25	22	7	0	5	2	6	32	1	6	7	3	23	55	1	5	15
gb|AB983359.1|+|2425-3268|ARO:3003116|OXA-420	0	23	8	5	5	0	0	3	3	0	3	3	6	3	5	1	23	47
gb|GQ202693.1|+|1171-1999|ARO:3001799|OXA-161	0	3	4	0	0	2	0	0	2	1	0	4	0	1	1	1	2	2
gb|FJ873740.1|+|0-858|ARO:3001035|TEM-169	0	0	1	1	2	0	2	1	0	0	3	0	1	1	1	1	1	0
gb|FN594949.1|+|27481-28339|ARO:3002629|ANT(6)-Ib	0	0	1	0	0	3	0	1	0	0	0	0	0	2	2	1	2	1
gb|AF078527.1|+|4387-4840|ARO:3002847|arr-2	1	104	60	5	0	41	3	23	125	15	26	60	8	57	28	1	46	77
gb|JX089628.1|+|0-801|ARO:3001499|OXA-240	0	8	37	2	0	4	0	4	27	0	2	6	2	14	2	1	3	21
gb|DQ105529.2|+|0-861|ARO:3001013|TEM-146	3	1	1	4	3	1	2	2	1	6	2	0	1	3	1	1	2	1
gb|AF244145.1|+|0-741|ARO:3002195|IMP-4	0	30	35	0	0	2	0	22	11	0	1	0	2	22	2	1	0	12
gb|AF170880.4|+|0-1848|ARO:3002522|novA	0	0	0	1	1	2	10	1	5	2	0	3	0	0	1	1	1	6
gb|X97254.1|+|153-1011|ARO:3001043|TEM-178	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2
gb|AM049399.1|+|0-861|ARO:3001007|TEM-144	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0
gb|AY589495.1|+|181-1042|ARO:3000977|TEM-114	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0
gb|BA000007.3|-|1737690-1738104|ARO:3000676|H-NS	0	0	3	3	1	0	0	1	3	3	3	5	3	1	3	1	0	3
gb|FJ196385.1|-|11083-12313|ARO:3003107|mef(B)	0	3	9	2	0	20	0	7	6	2	0	9	0	14	0	1	5	23
gb|EU722333.1|+|1932-3852|ARO:3000196|tet(32)	4	0	7	1	0	9	2	7	0	3	7	8	2	4	3	1	3	19
gb|JN118546.1|+|1761-2562|ARO:3001500|OXA-251	0	5	19	0	1	4	0	1	19	0	0	4	2	8	2	1	1	8
gb|Z22590.1|+|154-955|ARO:3001406|OXA-11	0	9	23	1	0	2	0	4	21	0	0	1	1	6	2	1	1	8
gb|AB114632.1|+|655-1453|ARO:3002607|aadA7	1	68	5	0	1	35	5	149	27	1	0	16	3	229	1	1	12	20
gb|AY130284.1|+|0-783|ARO:3000941|TEM-75	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0
gb|HQ875573.1|+|0-741|ARO:3002229|IMP-38	0	26	22	2	0	0	1	29	7	0	0	0	2	13	7	1	1	16
gb|AF427127.1|+|208-1069|ARO:3000948|TEM-81	1	1	0	3	2	4	1	1	0	1	0	1	0	1	0	1	0	0
gb|AF242872.1|+|2131-2878|ARO:3000375|ErmB	13	105	54	80	30	40	2	99	133	0	13	19	5	5	27	1	16	170
gb|AF205943.1|+|7511-8312|ARO:3001405|OXA-10	0	21	38	2	0	8	0	5	34	1	1	9	2	24	2	1	6	24
gb|AJ854182.1|+|0-801|ARO:3001798|OXA-74	0	11	29	1	1	3	2	5	25	1	1	8	1	11	2	1	6	11
gb|M55620.1|+|0-660|ARO:3002687|catQ	1	3	6	58	15	22	7	2	11	1	22	12	1	6	3	1	2	20
gb|AF347054.1|+|208-1069|ARO:3000947|TEM-80	1	0	0	1	3	2	1	0	2	0	0	1	1	0	0	1	0	0
gb|JQ028729.1|+|0-864|ARO:3002347|GES-18	3	22	32	3	1	7	3	8	30	3	1	0	2	20	45	1	8	19
gb|AJ634602.1|-|7839-8700|ARO:3000999|TEM-135	0	0	0	0	2	0	1	2	0	1	1	1	1	0	0	1	1	0
gb|AY487229.1|+|2152-2893|ARO:3000602|Erm(39)	0	3	5	1	19	0	10	21	6	2	0	0	9	0	5	1	4	2
gb|KJ865754.1|+|0-828|ARO:3001606|OXA-415	0	4	3	0	0	6	0	1	4	0	0	0	0	3	1	1	3	1
gb|AY368236.1|+|0-861|ARO:3000989|TEM-127	2	1	1	1	4	0	0	0	1	0	1	0	1	0	0	1	0	0
gb|Y10280.1|+|0-861|ARO:3000917|TEM-48	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
gb|EU274580.1|+|214-1075|ARO:3001030|TEM-164	1	0	1	1	1	0	0	1	1	0	2	1	0	2	0	1	1	1
gb|AY027870.1|+|46-946|ARO:3002371|VEB-2	0	1	2	12	0	13	0	2	7	1	6	1	13	13	16	1	1	4
gb|KJ420612.1|+|1821-2622|ARO:3001409|OXA-14	0	10	31	1	0	6	1	7	17	1	0	6	2	8	3	1	3	11
gb|DQ157752.1|+|797-1664|ARO:3002241|CARB-2	0	4	16	1	0	2	0	2	0	1	0	1	0	0	1	1	6	4
gb|AF472622.2|+|52-1018|ARO:3003003|CfxA3	2	1	2	1	0	15	1	1	11	2	1	7	3	6	0	1	3	11
gb|KF711993.1|+|0-801|ARO:3001807|OXA-246	0	15	20	3	0	3	0	2	15	2	1	2	1	7	2	1	4	12
gb|KC865667.1|+|183-1044|ARO:3001385|TEM-208	0	2	0	1	0	1	1	2	0	0	1	0	1	2	1	1	2	0
gb|X03988.1|+|382-1642|ARO:3000363|EreB	0	1	0	5	0	1	0	0	5	1	0	2	2	15	0	1	4	14
gb|AF516720.1|+|214-1075|ARO:3000968|TEM-105	0	1	0	0	2	0	0	2	0	1	2	0	1	1	0	1	1	1
gb|JN416112.1|+|0-861|ARO:3001050|TEM-190	0	1	0	0	0	0	0	2	0	0	0	0	1	1	1	1	0	0
gb|KP050492.1|+|0-861|ARO:3001392|TEM-215	1	1	0	0	1	0	1	0	1	1	0	0	1	2	0	1	0	0
gb|JN254627.1|+|0-861|ARO:3001049|TEM-189	2	0	1	1	3	0	0	0	1	0	2	0	2	0	1	1	2	1
gb|L42544.1|+|0-1956|ARO:3000193|tet(T)	0	0	1	1	1	0	1	1	7	0	1	1	1	1	43	1	2	3
gb|FJ589781.1|+|1302-1803|ARO:3004601|LnuP	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	1	0	3
gb|AE004091.2|+|179521-182569|ARO:3003681|TriC	1	0	0	1	2	1	2	0	14	119	4	0	3	1	37	1	0	6
gb|AP014611.1|-|149223-150153|ARO:3003204|TLA-3	0	0	0	0	0	1	1	0	0	0	0	5	0	0	0	1	0	1
gb|U00096.3|-|721055-721733|ARO:3003841|kdpE	1	3	9	8	4	0	4	13	2	4	6	1	5	1	4	1	4	6
gb|EU022314.1|+|0-861|ARO:3004623|AAC(3)-IId	0	26	7	1	1	0	4	7	4	0	4	39	2	2	1	1	11	35
gb|AM040708.1|+|1173-1965|ARO:3004704|aadA8b	21	49	69	1	10	18	3	92	48	4	13	18	12	12	30	1	26	42
gb|AE004091.2|-|2847775-2850886|ARO:3004075|MuxC	2	1	0	5	2	1	5	1	3	2	6	5	3	4	9	1	1	0
gb|AM412317.1|-|3035492-3036527|ARO:3004146|cfrC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gb|KU736867.1|+|19653-21573|ARO:3004442|tet(W/N/W)	4	4	2	6	1	8	0	6	1	1	8	4	8	1	9	1	1	26
gb|CP010314.1|+|275837-276758|ARO:3004541|mphK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
gb|NG_057581.1|+|0-861|ARO:3005264|TEM-233	1	0	0	1	1	0	2	2	1	1	0	1	0	0	0	1	1	0
gb|FM877476.1|+|115-589|ARO:3004551|dfrA28	0	12	32	0	0	1	0	16	4	0	0	2	0	7	6	1	0	4
gb|NG_054696.1|+|0-861|ARO:3005258|TEM-227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
gb|AF002716.1|+|210-942|ARO:3005099|Spyo_ErmA_MLSb	0	3	3	13	6	1	0	1	1	0	0	5	2	4	2	1	0	8
gb|HQ170516.1|+|426-1026|ARO:3005112|AAC(6')-Ib-cr3	1	27	27	1	1	4	2	13	26	1	1	3	1	19	1	1	7	24
gb|NG_068038.1|+|0-861|ARO:3005259|TEM-228	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	2	2
gb|NG_056417.1|+|0-861|ARO:3005261|TEM-230	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0
gb|LLMY01000078.1|+|2375-3203|ARO:3005222|OXA-544	1	2	8	0	0	3	0	0	9	0	0	8	0	4	0	1	3	4
gb|NG_050261.1|+|100-961|ARO:3000902|TEM-32	1	0	2	0	0	0	1	2	2	1	0	0	0	0	0	1	0	0
gb|NG_068214.1|+|100-961|ARO:3000907|TEM-37	0	1	2	2	2	0	1	0	1	0	1	1	0	1	1	1	0	0
gb|NG_050243.1|+|100-961|ARO:3001387|TEM-210	0	0	3	0	0	2	1	0	0	0	0	0	0	1	0	1	1	0
gb|NG_050254.1|+|0-861|ARO:3005255|TEM-224	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0
gb|NG_052651.1|+|0-861|ARO:3005256|TEM-225	0	1	0	1	2	2	1	3	0	0	2	0	1	0	1	1	0	0
gb|NG_057609.1|+|0-861|ARO:3005265|TEM-234	0	0	0	0	3	0	1	2	0	2	2	2	0	1	3	1	0	1
gb|NG_067163.1|+|0-861|ARO:3005269|TEM-238	1	1	1	0	1	0	2	2	2	0	2	0	2	1	0	1	1	0
gb|NG_066544.1|+|0-861|ARO:3005270|TEM-240	1	0	2	1	2	1	1	2	1	3	3	0	2	0	2	1	2	1
gb|KJ138219.1|+|118-946|ARO:3005314|OXA-540	1	7	10	0	1	12	0	3	10	0	0	8	0	5	0	1	2	2
gb|NG_052064.1|+|0-831|ARO:3005317|OXA-539	0	6	2	0	0	3	1	0	4	0	0	5	1	1	1	1	0	4
