GENE	SLMC2	CGH1	CGH2	UST4	UST1	SLMC5	SLMC6	CGH6	CGH5	UST5	UST2	SLMC4	UST3	CGH3	UST6	SLMC1	SLMC3	CGH4
gb|LLTZ01000057.1|+|2151-2979|ARO:3005318|OXA-543	0	1	1	0	1	4	0	0	5	0	0	1	0	1	0	1	3	2
gb|NG_062301.1|+|0-825|ARO:3005319|OXA-681	0	7	2	0	0	6	0	1	0	0	0	2	0	2	0	1	1	1
gb|FM179467.1|+|1938-2766|ARO:3005321|OXA-541	0	1	6	1	0	4	0	0	5	0	0	2	0	1	2	1	2	1
gb|NG_048715.1|+|1-867|ARO:3005559|CARB-11	0	13	23	0	0	5	0	4	1	0	0	2	0	0	4	1	8	1
gb|NG_049080.1|+|101-1234|ARO:3006875|EC-14	1	0	0	1	2	1	2	1	2	0	1	1	1	2	2	1	1	0
gb|NG_049082.1|+|101-1234|ARO:3006877|EC-16	0	0	0	0	2	1	0	1	1	0	1	0	3	2	0	1	2	1
gb|NG_049083.1|+|101-1234|ARO:3006878|EC-18	0	7	1	1	3	1	1	3	1	0	2	0	2	1	2	1	6	5
gb|NG_049086.1|+|101-1234|ARO:3006881|EC-8	0	1	0	0	1	2	1	0	0	5	0	0	0	0	0	1	0	2
gb|NG_062215.1|+|1-864|ARO:3006167|GES-38	1	12	24	2	3	3	1	10	21	2	2	2	1	13	30	1	7	11
gb|NG_070736.1|+|1-864|ARO:3006174|GES-45	1	27	41	14	0	7	1	15	33	5	7	9	0	17	48	1	8	22
gb|NG_071202.1|+|1-864|ARO:3006175|GES-46	1	14	27	10	0	1	1	1	24	0	2	2	1	10	31	1	2	12
gb|NG_051166.1|+|1-741|ARO:3005468|IMP-61	0	2	11	1	0	0	0	1	6	0	0	0	0	1	0	1	0	2
gb|NG_062252.1|+|101-901|ARO:3005870|OXA-655	1	11	33	3	0	1	0	3	15	1	1	4	0	11	1	1	3	9
gb|NG_062253.1|+|101-901|ARO:3005871|OXA-656	0	16	38	1	0	3	0	4	30	0	1	9	1	15	3	1	3	16
gb|NG_064780.1|+|1-801|ARO:3006021|OXA-823	0	19	32	2	0	6	0	7	20	0	0	4	2	9	2	1	3	17
gb|NG_065438.1|+|1-801|ARO:3006024|OXA-827	0	11	31	0	0	6	1	9	29	0	0	4	1	6	4	1	2	12
gb|NG_065881.1|+|1-807|ARO:3006032|OXA-836	0	9	16	1	0	8	1	2	15	1	1	10	0	11	1	1	2	12
gb|NG_070899.1|+|1-801|ARO:3006115|OXA-932	0	8	17	0	0	7	2	7	18	0	2	1	1	3	0	1	2	7
gb|NG_063894.1|+|1-900|ARO:3006215|VEB-20	0	1	2	13	0	19	0	0	5	2	6	2	25	16	25	1	1	1
gb|NG_065941.1|+|1-900|ARO:3006217|VEB-22	0	2	1	7	1	11	0	2	9	1	0	2	26	14	17	1	3	6
gb|NG_067164.1|+|1-900|ARO:3006218|VEB-23	0	1	3	5	1	10	0	3	6	1	3	3	18	8	24	1	2	4
gb|AJ584652.2|+|1926-2913|ARO:3002599|AAC6_30_AAC6_Ib	10	126	134	6	1	33	3	55	102	0	9	14	2	67	8	1	25	89
gb|GQ343019.1|+|132-1023|ARO:3002999|CblA-1	9	0	0	0	0	12	0	1	5	0	1	19	3	1	1	0	5	9
gb|AF028812.1|+|392-887|ARO:3002867|dfrF	1	0	0	0	1	1	0	0	1	1	3	1	3	0	1	0	1	11
gb|JN967644.1|+|0-813|ARO:3002356|NDM-6	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9
gb|AY628199.1|+|203-1064|ARO:3000988|TEM-126	0	0	1	0	1	1	1	0	0	0	1	1	1	0	0	0	0	0
gb|AF157553.1|+|147-1008|ARO:3000938|TEM-72	0	0	0	0	2	0	0	2	0	2	0	0	0	1	0	0	1	0
gb|GQ140348.1|+|0-882|ARO:3002320|KPC-10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|JN861780.1|+|0-825|ARO:3001711|OXA-212	0	8	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
gb|AY536519.1|+|37-937|ARO:3002372|VEB-3	0	1	5	11	0	11	1	5	5	3	5	1	26	11	15	0	4	4
gb|KM087853.1|+|0-1140|ARO:3002146|DHA-15	0	0	0	0	0	2	1	1	1	0	0	0	0	0	1	0	1	5
gb|U12338.3|+|5055-5520|ARO:3002528|AAC(3)-Ia	0	12	3	0	0	0	1	24	34	0	0	0	0	8	3	0	0	26
gb|AF525303.2|+|2770-3586|ARO:3001808|OXA-60	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gb|AM231719.1|+|0-825|ARO:3001650|OXA-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gb|L06161.1|+|105-945|ARO:3002538|AAC(3)-IIIc	0	0	2	0	0	1	0	0	0	4	2	0	3	2	2	0	0	1
gb|GQ152600.1|+|0-1152|ARO:3002188|MOX-5	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|KC292503.1|+|4334-5195|ARO:3000904|TEM-34	0	0	0	1	0	0	1	0	2	1	0	1	2	1	0	0	1	0
gb|AF527798.1|+|0-783|ARO:3000879|TEM-7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
gb|HE616889.1|+|1826-2627|ARO:3001502|OXA-256	0	19	35	0	0	6	1	4	29	0	2	10	1	9	3	0	2	21
gb|HQ631376.1|+|0-657|ARO:3002795|QnrS6	0	2	1	2	0	0	0	4	1	0	0	0	0	1	0	0	0	3
gb|AF535129.1|+|0-861|ARO:3001099|SHV-41	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|AY491682.1|+|0-861|ARO:3000996|TEM-132	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0
gb|KF361506.1|+|0-813|ARO:3002360|NDM-10	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4
gb|Z50108.1|+|238-1768|ARO:3003026|fusH	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|JX982636.1|+|0-801|ARO:3002307|VIM-37	0	3	15	0	0	0	0	11	1	0	0	0	0	10	4	0	0	7
gb|EU748544.1|+|0-927|ARO:3002366|PER-4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2
gb|AB753456.1|+|0-741|ARO:3002233|IMP-42	0	2	13	0	0	0	0	1	6	0	0	0	0	2	0	0	0	0
gb|AJ698325.1|-|14502-15417|ARO:3003203|TLA-2	0	0	1	0	0	4	0	5	1	0	0	0	0	1	0	0	2	3
gb|U14749.1|+|690-1557|ARO:3002243|CARB-4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gb|AF031329.1|+|0-441|ARO:3002565|AAC(6')-Iu	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
gb|EF420108.1|+|37-937|ARO:3002375|VEB-5	0	0	2	9	0	14	0	2	5	0	2	2	11	8	18	0	1	3
gb|Z50802.3|+|717-1215|ARO:3003012|dfrA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gb|AF250872.1|+|0-861|ARO:3000954|TEM-87	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|DQ143913.1|+|1774-2575|ARO:3002282|VIM-12	0	2	6	0	0	0	0	2	2	0	0	0	0	2	0	0	0	1
gb|AY138986.1|+|0-789|ARO:3002604|aadA4	0	4	7	0	0	1	1	2	8	0	0	10	0	2	0	0	6	7
gb|JX013656.1|+|0-801|ARO:3002304|VIM-34	0	3	6	0	0	0	0	1	1	0	0	0	0	4	1	0	0	1
gb|X63451.1|+|0-1653|ARO:3002828|srmB	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gb|CT025801.2|+|0-3180|ARO:3000777|adeF	0	5	3	0	0	0	0	0	0	0	0	2	4	0	4	0	2	1
gb|JN935137.1|+|0-861|ARO:3001055|TEM-195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gb|FJ234412.1|+|0-882|ARO:3002318|KPC-8	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|JX311308.1|+|0-801|ARO:3002299|VIM-29	0	0	4	0	0	0	0	3	1	0	0	0	0	2	1	0	0	2
gb|EU523697.1|+|686-1973|ARO:3000572|tet(42)	981	0	2	0	1	0	3	27	40	0	0	1	0	11	0	0	1	35
gb|L06940.1|+|0-1218|ARO:3000173|tet(E)	0	1	0	15	0	0	0	0	0	0	2	0	0	0	1	0	2	3
gb|X59968.1|+|507-1686|ARO:3002690|Sliv_cmlR	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|AF118110.1|-|71-1037|ARO:3003002|CfxA2	3	1	3	3	0	35	2	0	4	1	1	11	4	4	1	0	4	16
gb|KM087849.1|+|0-1140|ARO:3002150|DHA-19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gb|GU207844.1|+|0-864|ARO:3002343|GES-14	3	29	36	6	3	5	2	11	47	4	2	1	2	22	60	0	4	26
gb|HM440348.1|+|775-1861|ARO:3000549|adeS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gb|AJ401618.1|+|1971-3144|ARO:3002514|OCH-1	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|JX423831.1|+|2676-3474|ARO:3001778|OXA-232	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|U10251.1|+|180-975|ARO:3001407|OXA-12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|AY853593.1|+|214-1075|ARO:3001002|TEM-138	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
gb|AJ295341.1|+|0-1173|ARO:3002516|OCH-3	45	1	6	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
gb|KP096412.1|+|0-801|ARO:3003179|VIM-43	0	9	22	0	0	0	0	7	4	0	0	0	0	8	5	0	0	11
gb|V01499.1|+|230-1256|ARO:3002655|APH(4)-Ia	0	4	10	0	0	1	0	0	1	0	0	0	0	0	0	0	0	6
gb|AY070258.1|+|0-861|ARO:3001093|SHV-35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gb|KC783461.1|+|0-861|ARO:3001383|TEM-206	0	0	0	0	1	2	0	0	0	0	2	1	1	1	1	0	1	0
gb|AB113580.1|+|1329-2193|ARO:3002332|GES-3	0	20	27	9	1	3	2	9	32	1	3	2	2	19	39	0	9	10
gb|NZ_SQNR01000043.1|+|1505-2381|ARO:3001948|CTX-M-88	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gb|EF653400.1|+|434-1259|ARO:3001644|OXA-113	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|AJ548797.1|+|923-1688|ARO:3003094|imiH	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
gb|JX121119.1|+|0-858|ARO:3001191|SHV-152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gb|AY524987.1|+|0-801|ARO:3002278|VIM-8	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
gb|AF167990.3|+|612-1761|ARO:3002019|CMY-8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gb|FJ825622.1|+|0-900|ARO:3002376|VEB-7	1	1	0	15	0	13	0	1	0	3	2	1	15	11	15	0	3	3
gb|AY874537.1|+|177-1038|ARO:3000883|TEM-11	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2
gb|AF091113.2|+|450-1311|ARO:3000934|TEM-67	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
gb|AY769933.1|+|0-966|ARO:3003005|CfxA4	5	0	0	0	0	11	0	4	5	4	1	7	0	1	2	0	3	8
gb|FJ790516.1|+|1287-2085|ARO:3001804|OXA-145	0	4	11	0	0	1	1	3	11	0	2	0	0	0	0	0	3	0
gb|GQ242167.1|+|0-801|ARO:3002293|VIM-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gb|NG_048575.1|+|100-502|ARO:3002583|AAC(6')-29a	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|AF259520.1|+|1512-2652|ARO:3002133|DHA-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gb|AE004091.2|+|2813193-2814612|ARO:3000805|OprN	0	0	0	0	0	0	0	0	0	6	3	1	1	0	0	0	0	0
gb|AY028464.1|+|442-1189|ARO:3000840|JOHN-1	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	13
gb|AF155139.1|+|1511-2207|ARO:3002925|vanR_in_vanF_cl	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
gb|X80277.1|+|0-1149|ARO:3003553|CepS	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|DQ212986.1|+|7030-7795|ARO:3003069|vanXY_in_vanG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
gb|AB015853.1|+|145-1315|ARO:3003034|mexX	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
gb|MH450214.1|+|0-813|ARO:3004866|NDM-23	0	2	4	0	0	0	0	0	0	0	0	0	0	1	0	0	1	7
gb|AJ223604.1|+|1484-2225|ARO:3002192|IMP-1	0	7	16	0	0	0	0	3	3	0	0	0	0	2	0	0	0	1
gb|AF173226.1|-|1037-2441|ARO:3003067|smeS	1456	1	2	0	4	1	1	1	7	4	0	0	0	0	12	0	0	2
gb|AF294653.1|+|753-1584|ARO:3001425|OXA-31	0	2	0	0	0	0	0	3	2	0	0	2	0	6	0	0	1	1
gb|FJ981622.1|+|0-681|ARO:3002738|QnrB23	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|AL513383.1|+|161910-162771|ARO:3000873|TEM-1	1	1	1	4	1	1	2	5	2	0	0	0	2	0	2	0	2	3
gb|DQ679961.1|+|114-975|ARO:3001021|TEM-155	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0
gb|AY743435.1|+|13-1159|ARO:3002169|MIR-3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gb|DQ485529.1|+|0-657|ARO:3002790|QnrS1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gb|JX131372.1|+|1478-2279|ARO:3001797|OXA-46	0	0	0	0	2	1	0	0	0	0	0	0	0	3	1	0	2	0
gb|EF614235.1|+|2948-3749|ARO:3002272|VIM-2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gb|FJ196385.1|-|8531-9323|ARO:3000413|sul3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
gb|GU371926.1|-|50304-51165|ARO:3000903|TEM-33	2	1	0	0	1	0	1	0	0	1	1	1	0	2	1	0	2	0
gb|JQ809466.1|+|5374-6172|ARO:3001788|OXA-204	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
gb|X54606.1|+|214-1075|ARO:3000874|TEM-2	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1
gb|HQ317449.1|+|0-861|ARO:3001373|TEM-182	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	1
gb|AJ295345.1|+|0-1173|ARO:3002520|OCH-7	21	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gb|DQ348075.1|+|0-825|ARO:3001704|OXA-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gb|AY165025.1|+|0-801|ARO:3002276|VIM-6	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
gb|EU085533.1|+|0-519|ARO:3002591|AAC_6_IB_Su	2	32	47	6	0	9	1	13	24	0	2	1	1	33	4	0	2	31
gb|AY123251.1|+|811-1444|ARO:3002680|catB8	0	55	358	0	0	4	0	19	312	0	1	5	1	36	2	0	0	51
gb|AB205645.1|+|1012-1510|ARO:3002868|dfrG	0	0	0	5	1	0	0	0	5	0	0	0	0	0	12	0	0	3
gb|AB551737.1|+|14-875|ARO:3001177|SHV-133	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|GQ891757.1|+|2004-2661|ARO:3002801|QnrVC4	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	3
gb|HM440348.1|+|0-744|ARO:3000553|adeR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
gb|U59183.1|+|939-1740|ARO:3001408|OXA-13	0	3	4	0	0	2	0	1	2	0	0	3	0	0	0	0	0	2
gb|LC012596.1|+|3585-4398|ARO:3003182|NDM-13	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
gb|JN129451.1|+|1036-1867|ARO:3001399|OXA-4	1	1	0	0	1	1	1	6	1	2	0	1	0	8	1	0	1	1
gb|DQ834729.1|+|205-1066|ARO:3001018|TEM-151	1	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0
gb|AY368237.1|+|0-861|ARO:3000990|TEM-128	0	1	0	2	1	0	0	1	0	1	1	1	1	0	0	0	0	0
gb|X13543.1|+|185-1046|ARO:3002533|AAC(3)-IIa	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gb|JQ041634.1|+|1122-1863|ARO:3002220|IMP-29	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0
gb|JN129451.1|+|87-888|ARO:3002300|VIM-30	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|KY432484.1|+|0-861|ARO:3001051|TEM-191	1	0	0	2	0	0	0	1	0	0	1	1	0	0	1	0	1	0
gb|AE004091.2|+|472023-473175|ARO:3000377|MexA	1	0	0	0	1	0	0	0	0	5	0	0	1	0	2	0	0	0
gb|AF070999.1|+|1679-2855|ARO:3000182|tet(Y)	0	4	7	0	0	2	0	1	0	0	0	1	0	0	0	0	0	1
gb|AM260957.1|+|4186-5086|ARO:3003071|mphF	4	184	137	28	2	99	2	65	290	2	1	5	21	24	3	0	9	84
gb|AF034958.3|+|2641-3871|ARO:3002698|cmlB	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
gb|AY768532.1|+|0-1935|ARO:3000535|macB	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
gb|AE004091.2|+|4710620-4712084|ARO:3000809|OpmD	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
gb|AF427130.1|+|208-1069|ARO:3000951|TEM-84	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
gb|AF290912.1|+|0-741|ARO:3002196|IMP-5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
gb|MH450215.1|+|0-813|ARO:3004867|NDM-24	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
gb|FR748153.1|+|259-1060|ARO:3002296|VIM-26	0	3	8	0	0	0	0	0	3	0	0	0	0	2	0	0	0	4
gb|DQ267940.1|+|53-512|ARO:3003020|dfrA25	0	1	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1
gb|AY079099.1|+|148-1009|ARO:3001096|SHV-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gb|DQ489307.1|+|1070-2243|ARO:3002521|OCH-8	15	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
gb|CT025802.2|+|0-1452|ARO:3000779|adeH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2
gb|AY101578.1|+|214-1075|ARO:3000969|TEM-106	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0
gb|JX023441.1|+|37-901|ARO:3002351|GES-22	1	9	25	2	1	4	2	15	27	0	1	1	2	13	28	0	3	6
gb|AF148067.1|+|213-1158|ARO:3003202|TLA-1	0	2	1	2	0	2	0	0	0	0	0	4	0	2	0	0	0	2
gb|EF660563.1|+|392-845|ARO:3002850|arr-5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
gb|AY101764.1|+|206-1067|ARO:3000970|TEM-107	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gb|JX982634.1|+|0-801|ARO:3002305|VIM-35	0	8	7	0	0	0	0	4	1	1	0	0	0	1	1	0	0	2
gb|HM246246.1|+|211-1069|ARO:3001047|TEM-187	3	7	4	4	6	2	1	4	1	1	3	1	2	4	3	0	0	2
gb|DQ361087.2|+|356-1097|ARO:3002213|IMP-22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|M18967.1|+|756-1314|ARO:3002545|AAC(6')-Ia	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|L06157.1|+|554-1085|ARO:3002530|AAC(3)-Ib	0	7	0	0	0	1	0	1	2	0	0	0	0	0	3	0	0	0
gb|JX262694.1|+|0-813|ARO:3002357|NDM-7	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
gb|GQ414736.1|+|0-801|ARO:3002290|VIM-20	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
gb|AJ012256.1|+|208-1069|ARO:3000939|TEM-73	2	3	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2
gb|DQ105528.2|+|0-861|ARO:3001012|TEM-145	1	1	1	3	2	0	0	1	0	0	0	0	1	0	1	0	0	2
gb|JYFL01000006.1|-|112069-113503|ARO:3002813|lmrB	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|CP001172.1|-|1249018-1249348|ARO:3000768|abeS	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gb|AM176550.2|+|30-891|ARO:3001129|SHV-75	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|AF174129.3|+|1351-1825|ARO:3003014|dfrA16	0	2	39	0	0	3	0	0	3	0	0	0	4	0	0	0	2	2
gb|AJ605332.1|+|1303-1813|ARO:3003016|dfrA20	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	18	0
gb|EU419746.1|+|0-801|ARO:3002286|VIM-16	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gb|EF136375.1|+|0-900|ARO:3002373|VEB-4	0	3	3	9	0	11	0	1	2	0	4	0	14	11	10	0	4	1
gb|JN861779.1|+|0-825|ARO:3001710|OXA-211	0	6	2	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0
gb|AB744718.1|+|0-813|ARO:3002358|NDM-8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10
gb|AB091338.1|+|173-1355|ARO:3003551|emeA	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8
gb|KF151169.1|+|0-831|ARO:3001793|OXA-320	0	2	2	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0
gb|HQ456945.1|+|0-1140|ARO:3002136|DHA-7	0	1	0	0	0	0	0	5	1	0	0	0	0	1	0	0	2	7
gb|FJ495083.1|+|732-1365|ARO:3003110|catB10	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0
gb|JF900599.1|+|0-801|ARO:3002298|VIM-28	0	6	7	0	0	0	0	5	1	0	0	0	0	10	0	0	0	1
gb|AY769962.1|+|2434-5611|ARO:3000781|adeJ	0	28	11	0	0	0	0	3	1	0	2	4	8	0	7	0	0	13
gb|Y17582.1|+|0-858|ARO:3000892|TEM-21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gb|AJ252200.1|+|4493-5894|ARO:3003057|smeF	1157	8	0	0	7	0	1	0	16	5	2	0	0	0	15	0	0	25
gb|AF030945.1|+|95-962|ARO:3002245|CARB-6	0	3	13	0	2	3	0	5	1	0	1	2	0	1	1	0	4	0
gb|AJ250203.1|+|1650-2883|ARO:3000476|tet(31)	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
gb|JX206446.1|+|0-828|ARO:3001610|OXA-243	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|NG_048576.1|+|100-502|ARO:3002584|AAC(6')-29b	0	2	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1
gb|AY144612.1|+|0-801|ARO:3002275|VIM-5	0	0	0	0	0	0	0	2	0	0	0	0	0	4	1	0	0	0
gb|AF093512.1|+|197-1058|ARO:3000882|TEM-10	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
gb|AF201826.1|+|21-849|ARO:3001420|OXA-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gb|AY243512.1|+|208-1069|ARO:3000982|TEM-120	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gb|FJ418153.1|+|0-657|ARO:3002793|QnrS4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|S81599.1|+|281-1076|ARO:3002651|APH(3')-Vc	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
gb|AJ276453.1|+|4619-5768|ARO:3002183|MOX-2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gb|AF064820.3|+|951-1776|ARO:3001417|OXA-22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gb|JN714478.1|+|1034-2180|ARO:3002079|CMY-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
gb|GU827715.1|+|0-861|ARO:3001176|SHV-129	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
gb|U09991.1|+|27-1338|ARO:3002700|cmlv	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
gb|X06599.1|+|272-1193|ARO:3002877|BcI	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0
gb|AF231133.1|+|1345-2146|ARO:3001423|OXA-28	0	2	7	0	0	1	0	1	5	1	1	1	0	3	0	0	0	5
gb|MH986670.1|+|0-813|ARO:3004868|NDM-25	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
gb|AJ437107.1|+|208-1069|ARO:3000900|TEM-30	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	1	0
gb|FN397623.1|+|1188-1641|ARO:3002852|arr-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gb|U38243.1|+|149-1115|ARO:3003001|CfxA	6	1	2	3	0	21	3	1	8	1	3	11	2	3	1	0	2	12
gb|U41471.1|+|264-852|ARO:3002524|AAC(2')-Ib	0	2	4	4	20	0	4	27	17	7	3	3	18	1	13	0	3	6
gb|DQ058662.1|+|0-657|ARO:3002710|QnrA4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
gb|FJ624872.1|+|2-854|ARO:3002319|KPC-9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2
gb|AJ295340.1|+|0-1173|ARO:3002515|OCH-2	29	0	5	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
gb|GU169702.1|+|608-1472|ARO:3002342|GES-13	3	26	30	4	0	8	0	9	31	1	2	10	4	8	40	0	4	14
gb|HM066995.1|+|0-882|ARO:3002321|KPC-11	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
gb|AJ295342.1|+|0-1173|ARO:3002517|OCH-4	13	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
gb|FN396876.1|-|2406-3219|ARO:3000589|NDM-1	0	3	2	0	0	0	0	2	1	0	0	0	0	0	1	0	1	14
