Taxa	CGH1	CGH2	CGH3	CGH4	CGH5	CGH6	SLMC1	SLMC2	SLMC3	SLMC4	SLMC5	SLMC6	UST1	UST2	UST3	UST4	UST5	UST6
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium	850	310	228	625	722	1042	691	10479	151	914	647	522	591	104	246	207	180	340
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Mycetocola	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Okibacterium	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Pseudoclavibacter	0	0	0	3	0	0	0	1	1	1	0	0	0	0	0	0	0	2
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Rathayibacter	0	1	0	2	0	0	0	0	2	0	3	1	2	2	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Rhodoglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;S24526	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Schumannella	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Subtercola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Unclassified Microbacteriaceae	634	1006	355	395	509	514	400	2297	519	717	580	549	493	209	270	198	219	445
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Yonghaparkia	0	3	0	0	0	1	1	0	1	0	1	0	2	0	0	0	0	3
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Zimmermannella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Arthrobacter	3	5	1	34	47	13	9	45	2	18	5	4	29	21	6	13	3	212
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Kocuria	3	1	0	0	0	0	0	1	0	0	0	0	4	1	0	22	1	35
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Micrococcus	1	0	0	0	0	2	0	0	0	0	0	0	6	3	0	4	0	6
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Nesterenkonia	3	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	41
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Rothia	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	7
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Sinomonas	0	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0	1	0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Micrococcaceae;Unclassified Micrococcaceae	3	3	0	16	14	4	5	21	1	4	1	3	32	8	6	17	2	58
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Cellulosimicrobium 	6	5	0	14	6	9	0	1106	0	0	0	0	15	4	6	1	3	13
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Isoptericola	0	0	0	1	0	0	3	0	0	0	0	0	0	0	3	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Myceligenerans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Promicromonospora	0	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Promicromonosporaceae;Unclassified Promicromonosporaceae	0	0	4	1	2	1	3	2	2	6	0	1	2	2	0	0	1	2
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Ruaniaceae;Haloactinobacterium	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Ruaniaceae;Ruania	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Sanguibacteraceae;Sanguibacter	1	0	1	11	1	1	0	0	0	1	5	0	5	18	4	9	0	6
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Sanguibacteraceae;Unclassified Sanguibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Unclassified Micrococcales;	284	254	52	527	287	458	754	1658	214	247	230	165	397	238	195	165	97	382
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinocatenispora	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes	0	1	0	0	0	0	1	0	0	0	0	0	72	6	2	3	34	0
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Catellatospora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Catelliglobosispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Dactylosporangium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Micromonospora	52	6	0	30	59	2	7	5	13	0	23	1	13	15	13	7	135	29
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Phytohabitans	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Stackebrandtia	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	1
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Unclassified Micromonosporaceae	11	3	3	50	38	13	17	28	2	4	4	7	46	21	13	13	132	25
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Verrucosispora	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Unclassified Micromonosporales;	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Actinopolymorpha	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Aeromicrobium	17	5	277	2	3	0	2	0	7	0	1	0	73	62	0	6	5	79
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Kribbella	0	0	0	0	0	0	3	0	0	0	0	0	17	2	1	2	6	1
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Marmoricola	7	0	0	0	0	0	17	0	24	2	0	9	410	237	32	45	228	126
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides	455	665	380	662	553	11	66	0	209	137	177	3	2229	3526	740	1172	3461	648
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae;Unclassified Nocardioidaceae	1031	105	104	58	45	9	32	0	56	18	189	9	980	626	124	152	662	267
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Aestuariimicrobium	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	1
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Brooklawnia	6	16	4	4	5	1	3	12	2	9	0	1	5	21	30	4	12	19
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Friedmanniella	2	0	0	0	0	0	0	1	0	0	0	0	4	1	3	1	1	3
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Jiangella	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	2
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Luteococcus	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Microlunatus	1	2	0	1	0	5	16	1	3	0	2	2	17	8	26	8	11	14
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Ponticoccus	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionibacterium	11	9	1	7	7	1	4	1	0	3	3	0	1	3	16	3	4	78
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionicicella	0	1	1	1	1	1	4	0	0	0	1	0	1	3	1	4	3	2
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propioniciclava	25	25	14	19	17	8	1	0	4	3	0	2	3	7	6	5	22	38
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionicimonas	2	0	0	0	1	0	0	0	0	1	0	0	2	0	1	3	0	3
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Propionimicrobium	2	0	1	0	2	0	4	0	0	0	0	0	1	1	5	1	0	6
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Tessaracoccus	15	26	12	11	15	3	25	7	18	40	5	4	14	17	18	8	11	58
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Unclassified Propionibacteriaceae	170	196	81	189	177	85	147	30	80	178	40	19	151	221	215	158	119	683
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Unclassified Propionibacteriales;	65	37	47	64	53	19	24	2	13	12	11	4	83	34	15	5	20	97
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinoalloteichus	0	0	0	0	0	0	2	0	0	0	0	0	9	18	27	28	6	4
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinokineospora	0	0	0	0	0	0	0	0	0	0	0	0	15	2	3	2	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinomycetospora	1	0	0	0	0	0	3	2	0	0	1	4	69	17	19	0	57	16
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Actinosynnema	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Amycolatopsis	0	3	1	5	0	4	0	0	0	0	0	1	43	2	2	0	0	2
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Kibdelosporangium	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Lechevalieria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Lentzea	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Prauserella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia	0	5	0	2	3	8	21	2	0	2	0	369	1750	298	678	71	571	275
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharomonospora	0	0	0	0	0	2	0	0	3	0	6	0	1	1	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharopolyspora	1	0	1	0	2	0	1	0	2	0	0	0	2	0	0	0	0	6
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Saccharothrix	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	16	0
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Unclassified Pseudonocardiaceae	8	6	0	13	3	21	8	3	2	6	0	68	438	51	113	9	212	62
Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Unclassified Pseudonocardiales;	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Kitasatospora	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptacidiphilus	0	1	0	0	0	0	0	0	0	0	0	21	1	2	1	0	3	23
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Streptomyces	72	22	64	363	436	115	103	106	16	345	181	517	262	107	47	19	63	59
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Streptomycetaceae;Unclassified Streptomycetaceae	0	0	0	1	5	20	5	11	1	3	11	76	18	38	97	22	10	40
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;Unclassified Streptomycetales;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Nocardiopsaceae	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Nocardiopsis	1	7	3	0	2	0	1	1	0	0	0	0	12	2	0	1	11	4
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Nocardiopsaceae;Unclassified Nocardiopsaceae	0	2	0	0	1	0	0	0	0	0	0	0	2	0	1	0	1	1
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Microbispora	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Sphaerisporangium	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Streptosporangium	1	1	1	0	4	1	3	0	2	1	1	2	0	0	3	2	0	0
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Unclassified Streptosporangiaceae	3	1	0	0	0	2	3	1	2	8	0	0	3	16	4	17	3	8
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinoallomurus	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinocorallia	1	1	1	18	2	2	1	0	2	0	0	0	0	1	0	0	0	6
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Actinomadura	4	1	8	27	93	4	2	3	0	4	3	11	7	14	15	3	3	27
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Thermomonospora	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Thermomonosporaceae;Unclassified Thermomonosporaceae	0	0	0	9	14	2	0	1	0	1	1	1	0	0	1	3	1	0
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;Unclassified Streptosporangiales;	3	6	1	6	2	0	0	1	1	2	0	1	7	5	19	5	6	6
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;actinobacterium YIM 75507;Unclassified actinobacterium YIM 75507	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Actinobacteria;Unclassified Actinobacteria;;	1205	937	563	1482	979	943	1374	1298	836	612	537	973	2400	2700	2453	3608	2108	2151
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Atopobium	25	7	0	13	6	1	0	5	2	0	5	2	0	5	0	0	0	5
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella	35	19	1	272	23	16	3	28	52	56	103	0	13	51	87	358	10	157
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Coriobacterium	0	0	0	1	0	0	0	1	1	0	5	0	0	0	1	9	0	0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Eggerthella	15	3	0	21	2	5	1	17	13	13	19	2	4	5	5	4	1	11
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enterorhabdus	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	4	0	1
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Gordonibacter	0	0	0	3	1	0	0	15	0	6	17	19	0	1	2	1	0	0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Olsenella	4	2	1	21	15	3	0	0	0	0	3	0	0	0	0	3	0	10
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Paraeggerthella	0	2	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Slackia	0	1	0	8	1	1	2	0	0	0	1	0	0	0	0	5	0	2
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Unclassified Coriobacteriaceae	44	18	20	128	20	9	1	52	41	46	90	30	5	20	34	99	12	51
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Unclassified Coriobacteriales;	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Nitriliruptoria;Euzebyales;Euzebyaceae;Unclassified Euzebyaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Rubrobacter	1	5	1	0	0	0	1	0	0	0	3	0	2	9	26	1	36	12
Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteriaceae;Unclassified Rubrobacteriaceae	0	0	1	2	2	0	1	1	3	0	1	0	0	1	3	1	1	0
Bacteria;Actinobacteria;Rubrobacteria;Rubrobacterales;Unclassified Rubrobacterales;	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella	44	61	15	28	10	8	38	42	18	4	22	3	1	14	17	4	34	14
Bacteria;Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae;Unclassified Gaiellaceae	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;480-2;Rubrobacterineae	0	6	1	0	0	0	2	1	3	0	0	0	10	10	28	0	7	31
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter	0	5	0	1	0	2	0	0	0	0	1	0	0	1	0	0	2	0
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Unclassified Conexibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Patulibacter	11	529	6	325	83	5	9	1938	2	0	2	3	22	71	238	5	48	211
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Patulibacteraceae;Unclassified Patulibacteraceae	3	0	0	1	2	0	2	5	4	1	0	0	0	0	0	0	1	2
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Solirubrobacter	40	21	16	20	3	11	60	89	19	6	15	2	10	12	16	2	25	9
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Unclassified Solirubrobacteraceae	0	0	2	3	0	0	0	0	1	0	0	0	1	0	0	0	0	2
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Unclassified Solirubrobacterales;	689	1295	349	1000	281	153	1176	3663	401	106	348	95	296	287	880	56	533	614
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;YNPFFP1;Unclassified YNPFFP1	0	2	0	1	0	0	1	1	0	0	0	0	5	6	6	2	3	8
Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;YNPFFP1;bacterium Ellin5025	1	1	0	1	0	0	3	2	2	1	0	0	0	1	2	0	1	4
Bacteria;Actinobacteria;Thermoleophilia;Thermophilales;Thermoleophilaceae;Thermoleophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Bacteria;Actinobacteria;Thermoleophilia;Unclassified Thermoleophilia;;	237	214	120	201	74	70	481	489	181	25	118	24	44	79	151	16	172	69
Bacteria;Actinobacteria;Unclassified Actinobacteria;;;	462	637	278	426	146	170	786	825	324	93	264	78	103	167	344	68	400	193
Bacteria;Aquificae;Aquificae;Aquificales;Desulfurobacteriaceae;Unclassified Desulfurobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Bacteria;Aquificae;Aquificae;Aquificales;Family Incertae Sedis;Unclassified Family Incertae Sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Bacteria;Aquificae;Aquificae;Aquificales;Hydrogenothermaceae;Unclassified Hydrogenothermaceae	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0
Bacteria;Aquificae;Aquificae;Aquificales;Unclassified Aquificales;	0	0	0	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0
Bacteria;Armatimonadetes;Armatimonadia;Armatimonadales;Armatimonadaceae;Armatimonas	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	33	63	105	501	295	95	5	132	531	476	268	18	14	43	244	154	65	56
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Unclassified Bacteroidaceae	0	0	1	2	3	2	0	0	0	3	2	0	0	0	3	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;Alkaliflexus	2	3	11	5	3	3	2	0	7	7	17	0	0	1	1	1	24	2
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;Anaerophaga	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;Cytophaga	0	1	7	1	0	0	0	0	0	3	5	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;Marinifilum	1	7	16	0	1	0	0	0	0	7	0	0	0	0	4	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;Marinilabilia	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiaceae;Unclassified Marinilabiaceae	3	2	26	2	5	4	2	0	45	15	10	0	0	4	4	1	2	1
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;MgMjR-022;Bacteroidia	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella	7	6	6	31	10	2	0	1	9	21	8	0	0	1	4	0	3	1
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Butyricimonas	2	2	0	12	8	0	1	0	5	7	5	0	0	1	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Candidatus Armantifilum	0	0	6	0	0	0	1	0	1	5	6	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Dysgonomonas	7	12	4	11	2	2	0	0	6	9	5	1	0	0	3	3	11	3
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter	4	6	3	32	11	3	0	1	19	14	12	0	0	1	3	5	2	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Paludibacter	21	135	495	118	64	21	9	4	195	318	241	10	1	1	2	1	2	2
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	47	42	239	210	109	86	1	4	118	248	321	19	3	9	13	30	15	14
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Petrimonas	9	255	47	297	102	15	3	1	9	61	130	0	0	0	5	5	1	2
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	5	16	12	10	1	3	0	0	4	17	13	1	0	0	0	1	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Proteiniphilum	1	41	7	47	19	3	0	0	1	8	70	1	0	0	0	2	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Tannerella	0	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Unclassified Porphyromonadaceae	73	476	693	571	259	61	10	7	214	519	462	18	3	3	10	8	8	7
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	18	14	87	138	61	52	4	5	142	103	66	8	0	4	18	21	15	13
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Unclassified Prevotellaceae	0	2	4	2	11	3	0	0	15	11	3	1	0	0	1	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Xylanibacter	0	0	0	2	2	0	0	0	1	2	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes	23	31	90	93	63	14	2	16	67	158	93	8	0	10	19	104	31	14
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Blvii28 wastewater-sludge group	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;RC9 gut group	4	3	11	8	4	4	0	0	3	21	14	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella	0	2	8	0	0	0	0	0	1	4	8	0	0	0	0	0	0	0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Unclassified Rikenellaceae	3	25	140	27	5	7	2	4	16	87	111	9	0	0	6	3	0	3
