GENE	SLMC2	CGH1	CGH2	UST4	UST1	SLMC5	SLMC6	CGH6	CGH5	UST5	UST2	SLMC4	UST3	CGH3	UST6	SLMC1	SLMC3	CGH4
blaKPC-14_1_JX524191	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
blaKPC-15_1_KC433553	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaKPC-16_1_KC465199	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
blaLEN1_1_X04515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN2_1_AY037780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN3_1_AY130286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN4_1_AY130287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN5_1_AY633109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN7_1_AJ635425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN8_1_AJ635424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN9_1_AJ635405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN10_1_AJ635419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN12_1_AJ635406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN13_1_AJ635403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN15_1_AF452105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN16_1_AY743416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN17_1_EF205593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN18_1_AM850908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN19_1_AM850909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN20_1_AM850910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN21_1_AM850911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN22_1_AM850912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN23_1_AM850913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN24_1_AM850914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN25_1_HQ709169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaLEN26_1_JQ067123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaMAL-1_1_AJ277209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaMAL-1_2_AJ609506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaMIR-1_1_M37839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaMIR-2_1_AY227752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaMIR-3_1_AY743435	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
blaMIR-4_1_EF417572	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaMIR-5_1_FJ237367	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaMIR-6_1_JQ664733	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0
blaMOR_1_Y10283	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
blaMOR-2_1_AY235804	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3
blaMOX-1_1_D13304	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
blaMOX-2_1_AJ276453	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blaMOX-3_1_EU515248	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
blaMOX-4_1_FJ262599	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaMOX-5_1_GQ152600	0	1	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0
blaMOX-6_1_GQ152601	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaMOX-7_1_GQ152602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOCH-2_1_AJ295340	33	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOCH-3_1_AJ295341	46	1	6	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0
blaOCH-4_1_AJ295342	18	1	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
blaOCH-5_1_AJ295343	64	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1
blaOCH-6_1_AJ295344	28	3	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blaOCH-7_1_AJ295345	26	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
blaOCH-8_1_DQ489307	17	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-A-1_1_AM051138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-A-2_1_AM051139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-A-3_1_AM051140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-A-4_1_AM051142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-A-5_1_AM051143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-A-6_1_AM051144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-A-7_1_AM051145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-A-8_1_AM051147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-A-9_1_AM051148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-A-10_1_AM051149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-A-11_1_AM850915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-A-12_1_AM850915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-A-13_1_FJ534513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-A-14_1_FJ534512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-A-15_1_FJ755841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-A-16_1_FJ755840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-1_1_AM051150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-2_1_AM051151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-3_1_AM051152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-4_1_AM051153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-5_1_AY512506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-6_1_AY850171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-7_1_AM051156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-8_1_AM051157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-9_1_AM051159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-10_1_AM051160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-11_1_AM051161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-12_1_AJ635420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-13_1_AY825330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-14_1_DQ995288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-15_1_AM850917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-16_1_AM850918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-17_1_AM850919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-18_1_AM850920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-19_1_AM850921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOKP-B-20_1_AM850922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-SHE_1_AY066004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-1_1_HQ170510	0	2	3	0	2	0	1	1	4	0	0	0	0	5	3	0	1	0
blaOXA-2_2_GQ466184	2	4	6	0	0	6	0	1	8	0	1	3	0	7	1	2	7	2
blaOXA-2_1_DQ112222	1	12	13	0	0	16	2	2	11	0	0	7	0	7	0	1	2	9
blaOXA-3_1_L07945	1	39	72	0	3	14	4	14	55	0	12	7	5	32	16	8	14	58
blaOXA-4_1_AY162283	1	2	0	0	0	0	0	9	1	3	0	2	0	13	2	0	0	2
blaOXA-5_1_AF347074	20	14	166	55	12	21	8	12	21	12	23	10	22	13	11	7	11	16
blaOXA-7_1_X75562	0	6	17	0	0	3	0	5	12	0	0	1	0	2	2	0	1	4
blaOXA-9_1_KQ089875	0	2	1	10	5	28	35	7	28	20	1	15	4	15	38	40	48	8
blaOXA-10_1_J03427	0	49	98	3	1	10	1	13	64	1	2	12	4	29	7	0	7	54
blaOXA-11_1_Z22590	0	23	42	0	0	4	2	6	21	1	0	4	3	15	2	0	3	27
blaOXA-13_1_AF043558	0	1	11	0	0	0	1	2	3	1	0	0	1	0	0	0	2	3
blaOXA-14_1_KJ420612	0	19	67	5	1	2	1	6	49	2	2	9	1	20	4	2	5	27
blaOXA-13_1_U59183	0	1	3	0	0	0	0	2	5	0	2	3	0	1	0	0	0	0
blaOXA-15_1_U63835	1	4	7	0	0	7	0	1	3	0	0	2	0	2	0	2	2	4
blaOXA-16_1_AF043100	1	20	40	2	0	2	0	4	24	0	3	7	2	10	7	2	4	17
blaOXA-17_1_DQ902344	0	31	50	3	0	16	0	7	55	2	1	24	1	30	3	1	12	27
blaOXA-18_1_U85514	0	2	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-19_1_AF043381	0	5	9	0	0	0	0	3	8	0	2	3	0	2	0	0	4	2
blaOXA-20_1_AY307114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-21_1_AB626885	2	79	134	4	1	33	4	28	119	9	36	23	15	84	37	15	18	114
blaOXA-22_1_AF064820	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0
blaOXA-23_1_AY795964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-24_1_AJ239129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blaOXA-25_1_AF201826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-26_1_AF201827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
blaOXA-27_1_AF201828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-28_1_AF231133	0	6	7	0	0	1	0	5	12	0	1	1	0	3	0	0	2	1
blaOXA-29_1_AJ400619	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
blaOXA-31_1_AF294653	0	1	1	0	1	2	0	5	2	0	0	1	0	8	0	0	2	2
blaOXA-32_1_AF315351	0	2	4	0	1	2	0	0	4	0	0	6	0	4	1	2	2	3
blaOXA-34_1_AF350424	0	1	3	0	1	3	0	1	6	0	1	3	1	0	0	2	4	1
blaOXA-35_1_AF315786	0	8	8	0	0	1	0	2	3	0	0	2	2	0	0	2	1	3
blaOXA-36_1_AF300985	1	3	4	0	0	2	0	2	3	0	0	3	0	1	1	0	1	1
blaOXA-37_1_AY007784	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
blaOXA-42_1_AJ488302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-43_1_AJ488303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-45_1_AJ519683	0	21	41	0	0	2	0	3	14	5	2	1	0	32	3	1	0	10
blaOXA-46_1_AF317511	0	1	4	0	3	3	0	0	2	0	1	6	0	5	0	2	4	1
blaOXA-47_1_AY237830	0	0	1	2	0	4	3	0	0	2	0	1	0	0	0	0	5	0
blaOXA-48_1_AY236073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-49_1_AY288523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-50_1_AY306130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-51_1_DQ385606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-53_1_AY289608	0	0	1	0	0	0	0	0	3	0	0	0	0	2	1	1	0	2
blaOXA-54_1_AY500137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-55_1_AY343493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-56_1_AY445080	0	7	33	0	0	6	3	10	23	0	1	5	0	3	1	1	7	17
blaOXA-57_1_AJ631966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-58_1_AY665723	0	56	28	13	13	0	1	3	6	1	27	2	7	1	5	8	72	75
blaOXA-59_1_AJ632249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-60_1_AF525303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-61_1_AY587956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-62_1_AY423074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-63_1_AY619003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-64_1_AY750907	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
blaOXA-65_1_AY750908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-66_1_AY750909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-67_1_DQ491200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-68_1_AY750910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-69_1_AY859527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-70_1_AY750912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-71_1_AY750913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-72_1_AY739646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-73_1_AY762325	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-74_1_EU161636	0	20	51	1	1	15	0	8	42	0	4	9	0	16	5	2	8	35
blaOXA-75_1_AY859529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-76_1_AY949203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-77_1_AY949202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-78_1_AY862132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-79_1_EU019534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-80_1_EU019535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-82_1_DQ987479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-83_1_DQ309277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-84_1_DQ309276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-85_1_JANA01000064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-86_1_DQ149247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-87_1_DQ348075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
blaOXA-88_1_DQ392963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-89_1_DQ445683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-90_1_EU547443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-91_1_DQ519086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-92_1_DQ335566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-93_1_DQ519087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-94_1_DQ519088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-95_1_DQ519089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-96_1_DQ519090	0	21	18	4	9	2	2	7	5	2	18	6	6	0	2	3	44	65
blaOXA-97_1_EF102240	0	20	22	16	11	0	2	2	3	1	11	3	12	1	2	6	45	48
blaOXA-98_1_EU255288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-99_1_DQ888718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-100_1_AM231720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
blaOXA-101_1_AM412777	0	16	41	0	0	15	5	29	34	1	3	6	0	14	0	1	9	16
blaOXA-104_1_EF581285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-106_1_EF650032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-107_1_LAVJ01000082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-108_1_EF650034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-109_1_EF650035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-110_1_EF650036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-111_1_EF650037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-112_1_EF650038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-113_1_EF653400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-114g_1_HM368376	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0
blaOXA-114f_1_HM368375	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0
blaOXA-114e_1_HM104634	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
blaOXA-114d_1_HM104633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-114c_1_HM056041	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
blaOXA-114a_1_EU188842	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
blaOXA-114b_1_HM056040	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
blaOXA-115_1_EU029998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-116_1_EU220744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-117_1_GQ423625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-118_1_AF371964	0	1	2	1	1	4	0	0	5	1	0	8	0	4	1	5	3	1
blaOXA-119_1_DQ767903	0	8	7	2	1	15	4	0	10	10	1	50	1	7	3	43	7	4
blaOXA-120_1_EU255289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-121_1_EU255290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-122_1_EU255291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-123_1_EU255292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-124_1_EU255293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-125_1_EU255294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-126_1_EU255295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-127_1_EU255296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-128_1_EU375515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-129_1_FJWZ01000025	8	35	40	8	4	10	2	5	1	3	10	5	8	14	5	6	4	4
blaOXA-130_1_EU547445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-131_1_EU547446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-132_1_EU547447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-133_1_EU571228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-134_1_HQ122933	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
blaOXA-136_1_EU086831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-137_1_EU086834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-138_1_EU670845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-139_1_AM991978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-141_1_EF552405	0	3	4	0	0	6	0	0	5	0	0	2	1	3	0	1	3	2
blaOXA-142_1_LC169567	0	16	37	0	1	7	2	4	31	1	1	14	0	11	4	1	5	18
blaOXA-143_1_GQ861437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-144_1_FJ872530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-145_1_FJ790516	0	5	15	0	0	3	1	2	10	0	5	1	0	0	0	1	2	4
blaOXA-146_1_FJ194494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-147_1_FJ848783	0	3	9	0	0	2	0	1	10	0	0	1	0	2	0	0	3	4
blaOXA-148_1_GQ853679	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-149_1_GQ853680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-150_1_GQ853681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-160_1_GU199038	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-161_1_GQ202693	0	5	4	1	1	7	0	1	4	0	0	2	0	2	0	0	2	4
blaOXA-162_1_GU197550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-163_1_HQ700343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-164_1_GU831575	0	33	16	10	7	1	0	3	1	1	16	3	8	3	3	2	48	56
blaOXA-165_1_HM488986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-166_1_HM488987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-167_1_HM488988	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-168_1_HM488989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-169_1_HM488990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-170_1_HM488991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-171_1_HM488992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-172_1_HM113558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-173_1_HM113559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-174_1_HM113560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-175_1_HM113561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-176_1_HM113562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blaOXA-177_1_HM113563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-178_1_HM113564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-179_1_HM570035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-180_1_HM570036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-181_1_CM004561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-182_1_HM640278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-183_1_HQ111474	0	5	9	0	0	1	1	3	4	0	2	0	0	3	0	0	4	1
blaOXA-192_1_JF273470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-194_1_HQ425492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-195_1_HQ425493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-196_1_HQ425494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-197_1_HQ425495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-198_1_HQ634775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-199_1_JN704570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-200_1_HQ734811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blaOXA-201_1_HQ734812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-202_1_HQ734813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-203_1_HQ998857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-204_1_KP027885	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
blaOXA-205_1_JF800667	0	1	7	0	0	0	1	0	3	0	2	2	0	0	1	0	1	14
blaOXA-206_1_AB634250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
blaOXA-207_1_LLFS01000355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
blaOXA-208_1_KF305665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-209_1_JF268688	0	131	112	49	12	83	1	46	79	7	6	83	38	213	14	10	75	101
