GENE	SLMC2	CGH1	CGH2	UST4	UST1	SLMC5	SLMC6	CGH6	CGH5	UST5	UST2	SLMC4	UST3	CGH3	UST6	SLMC1	SLMC3	CGH4
blaVIM-1_1_Y18050	0	6	5	0	0	0	0	3	4	0	0	0	0	1	0	0	0	3
blaVIM-2_1_AF302086	0	3	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0
blaVIM-3_1_AF300454	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
blaVIM-4_1_EU581706	0	14	22	0	0	0	0	8	2	0	0	0	0	10	6	0	0	9
blaVIM-5_1_DQ023222	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
blaVIM-6_1_AY165025	0	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
blaVIM-7_1_AJ536835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaVIM-8_1_AY524987	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
blaVIM-9_1_AY524988	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
blaVIM-10_1_AY524989	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
blaVIM-11_1_AY605049	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaVIM-12_1_DQ143913	0	7	9	0	0	0	0	1	1	0	0	0	0	4	1	0	0	3
blaVIM-13_1_DQ365886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaVIM-14_1_FJ445404	0	5	16	0	0	0	0	7	5	0	0	1	0	7	1	0	0	7
blaVIM-15_1_EU419745	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
blaVIM-16_1_EU419746	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
blaVIM-17_1_EU118148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
blaVIM-18_1_AM778091	0	3	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3
blaVIM-19_1_FJ499397	0	10	10	0	0	2	0	5	2	0	0	0	0	2	5	0	0	4
blaVIM-20_1_GQ414736	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaVIM-23_1_GQ242167	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaVIM-24_1_HM855205	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
blaVIM-25_1_HM750249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaVIM-26_1_FR748153	0	5	7	0	0	0	0	2	2	0	0	0	0	4	2	0	0	1
blaVIM-27_1_HQ858608	0	9	7	0	0	0	0	4	3	0	0	0	0	7	1	0	0	2
blaVIM-28_1_JF900599	0	9	11	0	0	0	0	7	4	0	0	0	0	3	0	0	0	5
blaVIM-29_1_JX311308	0	3	9	0	0	1	0	3	1	0	0	0	0	4	0	0	0	3
blaVIM-30_1_JN129451	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaVIM-31_1_JN982330	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
blaVIM-32_1_JN676230	0	1	8	0	0	0	0	1	3	0	0	0	0	1	0	0	0	1
blaVIM-33_1_JX258134	0	3	6	0	0	0	0	1	1	0	0	0	0	8	4	0	0	3
blaVIM-34_1_JX013656	0	7	6	0	0	0	0	3	4	0	0	0	0	0	0	0	0	1
blaVIM-35_1_JX982634	0	2	7	0	0	0	0	5	2	0	0	0	0	3	0	0	0	7
blaVIM-36_1_JX982635	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1
blaVIM-37_1_JX982636	0	8	28	0	0	0	0	9	4	0	0	0	0	11	3	0	0	7
blaVIM-38_1_KC469971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
blaNDM-1_1_FN396876	0	15	11	0	0	0	0	0	20	0	0	0	0	3	2	0	3	16
blaNDM-2_1_JF703135	0	11	15	0	0	0	0	3	15	0	0	0	0	1	2	0	0	26
blaNDM-3_1_JQ734687	0	9	8	1	1	0	0	0	17	0	0	1	0	1	3	0	3	16
blaNDM-4_1_JQ348841	0	10	4	0	0	0	0	0	11	0	0	0	0	1	2	0	2	10
blaNDM-5_1_JN104597	0	17	9	0	0	1	0	1	35	0	0	0	0	7	4	0	1	15
blaNDM-6_1_JN967644	0	10	7	0	0	0	0	2	16	0	0	0	0	3	0	0	0	21
blaNDM-7_1_JX262694	0	8	6	0	0	0	0	0	11	0	0	0	0	2	2	0	1	15
blaNDM-8_1_AB744718	0	35	14	4	0	6	0	5	71	0	0	1	0	5	6	0	0	27
blaNDM-9_1_KC999080	0	10	11	0	1	0	0	0	9	0	0	0	0	1	1	0	1	16
blaNDM-10_1_KF361506	0	5	7	0	0	0	0	1	6	0	0	0	0	1	2	0	0	14
blaNDM-12_1_AB926431	0	6	3	0	0	0	0	2	2	1	0	0	0	0	1	0	0	10
blaNDM-13_1_LC012596	0	9	4	0	0	0	0	2	10	0	0	0	0	3	2	0	0	15
blaGES-1_1_HQ170511	5	67	85	17	0	11	7	41	87	4	9	6	3	54	154	7	16	46
blaGES-2_1_AF326355	4	60	73	12	2	11	8	28	77	1	7	12	4	46	105	2	17	26
blaGES-3_1_AB113580	1	35	55	8	0	7	2	14	58	1	6	4	4	33	75	2	12	27
blaGES-4_1_AB116723	2	45	48	13	3	7	4	21	80	4	4	2	8	23	101	5	9	39
blaGES-5_1_DQ236171	3	71	109	17	9	4	4	39	107	7	5	5	7	56	162	9	10	55
blaGES-6_1_AY494718	8	50	62	15	3	8	3	17	73	5	3	3	6	38	109	6	10	38
blaGES-7_1_HM453325	6	43	64	11	2	9	4	31	81	6	6	8	3	41	103	7	13	39
blaGES-8_1_AF329699	0	41	54	9	1	2	3	17	73	4	7	2	3	26	88	1	16	34
blaGES-9_1_AY920928	4	36	64	11	0	5	2	20	48	3	7	4	3	20	82	3	7	22
blaGES-10_1_FJ820124	2	36	44	11	4	9	4	13	45	3	6	5	2	26	78	4	8	19
blaGES-11_1_FJ854362	6	56	49	12	1	8	3	17	76	1	6	5	2	38	96	9	14	36
blaGES-12_1_FN554543	1	47	64	6	4	10	9	22	65	2	7	4	1	32	85	4	14	29
blaGES-13_1_GU169702	2	38	42	9	0	12	3	15	39	4	2	14	2	25	70	3	13	27
blaGES-14_1_GU207844	9	57	70	11	6	7	6	30	80	3	5	6	3	47	114	5	14	39
blaGES-15_1_GU208678	5	45	68	15	1	6	4	20	78	5	5	7	2	45	95	3	10	27
blaGES-16_1_HM173356	3	30	49	11	3	1	2	22	63	4	1	1	6	33	83	3	7	37
blaGES-17_1_HQ874631	0	34	42	10	1	7	4	18	42	0	6	4	4	25	56	1	8	24
blaGES-18_1_JQ028729	6	40	65	11	3	4	5	20	65	4	2	3	2	28	91	4	6	25
blaGES-19_1_JN596280	4	33	70	9	0	10	4	16	61	3	9	6	5	31	85	5	10	32
blaGES-20_1_JN596280	6	78	80	13	5	11	10	34	112	7	2	8	7	50	124	10	12	54
blaGES-21_1_JQ772478	2	55	63	15	0	7	6	24	63	1	2	4	6	27	73	1	9	24
blaGES-22_1_JX023441	2	37	42	4	3	6	0	23	48	3	4	5	2	21	78	5	7	22
blaGES-23_1_KF179354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaIMI-1_1_U50278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaIMI-2_1_DQ173429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaIMI-3_1_GU015024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaSFC-1_1_AY354402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaSME-1_1_Z28968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaSME-2_1_AF275256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaSME-3_1_AY584237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaBRO-1_1_Z54180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaBRO-2_1_Z54181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaBKC-1_1_KP689347	0	9	16	0	0	1	0	0	1	0	1	1	0	29	0	0	0	1
blaIMI-5_1_KX858825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-297_1_APRR01000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-296_1_APOH01000009	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
blaOXA-295_1_APRW01000016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-294_1_APPC01000015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-292_1_APRO01000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-291_1_APRL01000010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-288_1_APRN01000033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-286_1_APOI01000030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-279_1_APOM01000058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-275_1_APPJ01000001	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	3
blaOXA-274_1_APOS01000038	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3
blaOXA-266_1_APPO01000008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-185_1_JQ396379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-184_1_JQ396378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-159_1_KP771987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-158_1_KP771986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-157_1_KP771985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-156_1_KP771984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-155_1_KP771983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-154_1_KP771982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-153_1_KP771981	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0
blaOXA-151_1_CP009553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-152_1_KP771980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA_1_NC_002745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA2_1_AM048811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA_2_NC_002951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA_3_Y13095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecC2_1_KF955540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA1_1_AB547235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA_4_AB546266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
mecC_1_FR821779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA1_2_AY820253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA_5_AB546267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA2_2_AB546780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA1_3_Y13094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecB_1_NC_011996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA_6_BX571856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA_7_HE861945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA1_4_AB547236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA_8_NC_007168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA1_5_AB547234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA_9_AB505630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecC_2_FR823292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecD_1_KY013611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecC_3_KR732654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecC_4_HG515014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-545_1_KY674541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-546_1_KY682756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-547_1_KY684124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-548_1_KY682750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-549_1_KY682751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-550_1_KY682752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-551_1_KY682753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-552_1_KY682754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-553_1_KY682755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-554_1_KY126221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-555_1_KY126224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-556_1_KY126231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-557_1_KY126232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-558_1_KY126234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-559_1_KY126237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-560_1_KY126238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-561_1_KY126240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-562_1_KY126241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-563_1_KY767021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-564_1_KY767022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-565_1_KY883665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-566_1_MF099636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-312_1_KF057029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-313_1_KF057030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-314_1_KF057031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-315_1_KF057032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-316_1_KF057033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-317_1_KF057034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-300_1_APPK01000054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-301_1_APQG01000050	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-304_1_APSC01000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-305_1_APPF01000021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-280_1_APPZ01000001	0	3	4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3
blaOXA-281_1_APON01000041	0	11	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0
blaOXA-282_1_APQS01000019	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-283_1_AYHO01000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-284_1_APRU01000004	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
blaOXA-285_1_APRY01000059	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-276_1_APPI01000013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-277_1_APPQ01000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-267_1_APQH01000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-268_1_APOE01000008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-269_1_APQJ01000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-270_1_APQM01000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-271_1_APQO01000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-272_1_LSAL01000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-273_1_APQN01000012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-246_1_EU886980	0	22	47	5	0	7	0	8	45	0	0	7	4	24	4	2	4	21
blaOXA-252_1_NG_050608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-259_1_KF057028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-260_1_APOR01000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-261_1_APQV01000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-262_1_APRA01000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-263_1_APQY01000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-264_1_APQQ01000012	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-265_1_APQR01000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-193_1_CP013032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-102_1_NZ_LWGP01000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaOXA-103_1_APQF01000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_13_KF471116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_14_JBAG01000015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_15_JAZQ01000018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_16_JBTH01000015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_17_JDDF01000008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_18_JBQW01000016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_19_JBMK01000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_20_JBVX01000014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_21_JGQH01000014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_22_JCHI01000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_23_JBND01000015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_24_JBLQ01000018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_25_JBKK01000017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_26_JBJP01000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_27_JDGZ01000043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_28_JDYO01000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_29_JDXN01000019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_30_JGUQ01000012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_31_JIFU01000008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_32_JINH01000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_33_JIXQ01000012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_34_JJAO01000008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_35_JIVZ01000012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_36_JITV01000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_37_JIFD01000012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_38_NZ_JEMM01000040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_39_JHTU01000073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_40_NZ_AZBT01000050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_42_CCEE01000006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_43_NZ_CAVU010000015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_44_NZ_JWJJ01000015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_45_CP010941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_46_CP010944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_47_NZ_JYGF01000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_48_CFPA01000022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_49_CVLS01000543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_50_KR230047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_51_NZ_JVWO01000108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_52_NZ_JVWM01000127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_53_NZ_JUXQ01000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_54_NZ_JVRB01000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_55_NZ_JVLY01000044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_56_NZ_JUMU01000089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_57_NZ_JURP01000126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_58_NZ_JUUA01000057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_59_NZ_JVBT01000063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_60_NZ_JVML01000111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_61_NZ_JVAT01000021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_62_NZ_JVOH01000023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_63_NZ_JUMX01000103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_64_CSJB01000017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_65_CSEV01000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_66_CSGM01000014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_67_NZ_CTTL01000039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_68_NZ_CUHK01000055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_69_NZ_CUHB01000033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_70_NZ_CUEK01000047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_71_NZ_CUGR01000082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_72_NZ_CUHG01000035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_73_CYNA01000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_74_CZWI01000159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_75_LNTF01000008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_76_FFOR01000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_77_FGNH01000009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_78_KU607301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_79_KU607584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_80_KU607855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_81_FGJZ01000020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_82_FGSJ01000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_83_FGWO01000019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_84_FHDH01000010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_85_NZ_FHDT01000016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_87_NZ_LRNC01000042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_88_FKTX01000011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_89_FKPS01000007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_90_FKVU01000010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_91_FKQH01000022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_92_FKWG01000001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_93_FKQA01000038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_94_LYRW01000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_95_MAJJ01000071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_96_LNDI01000019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
blaZ_97_FMOK01000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
