clade_name	SLMC2	CGH1	CGH2	UST4	UST1	SLMC5	SLMC6	CGH6	CGH5	UST5	UST2	SLMC4	UST3	CGH3	UST6	SLMC1	SLMC3	CGH4
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae	0.03326	0.14221	2.8753	0.01698	0.0	1.62645	0.02221	0.06546	1.82344	0.06475	0.0	0.77872	0.06213	0.88637	0.01317	0.03946	0.05576	2.91129
k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404	0.02635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10499	0.04262	0.06128	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae	0.02301	0.02931	0.00476	0.0045	0.0	0.0522	0.0	0.00986	0.02912	0.0	0.00263	0.01582	0.0	0.03533	0.03933	0.0	0.02811	0.04916
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	0.02075	2.57942	8.06358	4.75443	1.97292	6.52383	0.54091	0.79077	6.5738	3.25184	5.25126	2.89361	8.21185	8.57592	6.81504	0.61639	2.38176	6.24296
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	0.01857	0.05198	0.00171	0.32996	0.02799	0.21784	0.0	0.01102	0.02709	0.00173	0.08312	0.10955	0.0981	0.0	0.14557	0.0	0.06692	0.34376
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae	0.01786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03652	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Pseudoxanthobacteraceae	0.01269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB2403|o__OFGB2403|f__FGB2403	0.01266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01288	0.0	0.0	0.0	0.0	0.00685	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified	0.01253	0.01074	0.05028	0.0	0.0	0.81364	0.01105	0.00759	0.0415	0.0	0.0	0.32173	0.00098	0.53423	0.0	0.01319	0.03129	0.04318
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae	0.01151	0.02728	0.0202	0.127	0.0	0.0548	0.0	0.0297	0.0227	0.0	0.0	0.05175	0.0	0.02288	0.0	0.0	0.06731	0.04353
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales|f__Acidithiobacillaceae	0.01056	0.0	0.00202	0.0	0.0	0.0	0.0	0.0	0.00666	0.0	0.0	0.00397	0.0	0.0	0.0	0.0	0.0	0.00209
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae	0.0104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00081	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	0.01012	0.00068	0.03437	0.0	0.0	0.19412	0.0	0.0	0.00466	0.0	0.0	0.01661	0.0	0.01641	0.0	0.0	0.0	0.05108
k__Bacteria|p__Bacteroidota|c__CFGB658|o__OFGB658|f__FGB658	0.00847	0.01504	0.00344	0.0	0.0	0.01762	0.0	0.02166	0.12199	0.03236	0.0	0.0611	0.0	0.0068	0.0	0.0	0.01197	0.12773
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0.0081	0.0	0.0	0.01132	0.0	0.53022	0.00157	0.0	0.08534	0.04648	0.03195	0.0	0.0	0.0	0.10436	0.0	0.0	0.1918
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	0.0068	1.49765	3.16829	0.047	0.11875	0.67531	0.0039	0.13909	0.89953	0.29206	0.0	1.4027	0.0709	0.6593	0.10172	0.00059	0.12875	1.5981
k__Bacteria|p__Elusimicrobia|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae	0.00671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01877	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae	0.00635	0.0	0.0	0.0	0.0	0.00324	0.00421	0.0	0.13898	0.38347	0.00548	0.0	0.0	0.0	0.02016	0.0	0.0	0.00869
k__Bacteria|p__Synergistetes|c__CFGB7945|o__OFGB7945|f__FGB7945	0.00608	0.02896	0.12936	0.0	0.0	1.23117	0.0508	0.01754	0.113	0.0	0.0	0.60688	0.0	0.06093	0.0	0.0	0.00377	0.19694
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae	0.00413	0.15596	0.43528	0.00211	0.14165	0.1097	0.0	0.02112	0.18752	0.04166	0.09435	0.02745	0.16825	0.17021	0.08163	0.01279	0.00367	0.10152
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Sulfurospirillaceae	0.00341	0.0	0.0	0.03286	0.0	0.04063	0.0	0.0	0.0	0.0	0.0	0.00318	0.0	0.00133	0.0	0.0	0.02181	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Turicibacteraceae	0.00285	0.0053	0.01491	0.0086	0.0	0.0	0.0	0.02814	0.01044	0.01201	0.0256	0.0	0.0	0.01465	0.0	0.06887	0.0	0.0104
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae	0.00265	0.04646	0.07693	0.0142	0.20549	0.00355	0.00053	0.02316	0.00068	0.01223	4.70726	0.00111	0.11188	19.45758	0.02486	0.0	0.00199	0.00031
k__Bacteria|p__Acidobacteria|c__CFGB42124|o__OFGB42124|f__FGB42124	0.00221	0.0	0.0	0.0	0.0	0.0002	0.0	0.0	0.0	0.0	0.00195	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	0.00214	0.0	0.00739	0.0	0.0	0.00137	0.0	0.0	0.00312	0.08377	0.31541	0.00845	0.01721	0.03928	0.00595	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae	0.00201	4.32758	11.78204	0.52344	1.04475	0.73333	0.055	1.14739	0.86748	0.67899	1.22291	0.34524	0.38832	0.3007	3.87056	0.29604	0.19757	0.7331
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	0.00196	0.01154	0.00563	1.18119	0.04111	0.08417	0.0	0.06856	0.06128	0.00205	1.17912	0.00863	0.7234	0.00245	0.19294	0.0	0.00909	0.99922
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae	0.00178	0.0	0.0	0.0	0.0	0.10054	0.00553	0.0097	0.0	0.0	0.0	0.00485	0.0	0.0	0.0	0.0	0.00021	0.0
k__Bacteria|p__Bacteroidota|c__CFGB1670|o__OFGB1670|f__FGB1670	0.00164	0.00973	0.01413	0.05172	0.0	0.09512	0.0	0.0	0.04982	0.0	0.0	0.0427	0.0	0.02438	0.00155	0.0	0.03621	0.06172
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	0.00111	0.10548	0.12501	0.01592	0.00419	0.94227	0.06284	0.2525	0.18885	0.0	0.00411	0.58406	0.0164	0.84142	0.00491	0.00544	0.08657	0.16607
k__Bacteria|p__Proteobacteria|c__CFGB8587|o__OFGB8587|f__FGB8587	0.00048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae	0.00016	7.77684	4.12066	0.7979	4.03229	3.59635	0.75316	2.00423	3.06098	1.55581	1.14102	3.62065	0.42187	5.60213	0.58757	0.20766	7.82746	6.92695
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium	28.89563	0.24137	0.44142	0.29564	0.10015	0.03658	0.77588	0.70192	2.69253	0.07506	0.00854	0.00925	0.76689	0.31416	0.27566	0.0	0.02127	0.72236
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	15.69105	1.57424	1.3862	0.06498	3.44755	5.28984	0.05758	0.81149	10.22622	1.3101	0.05085	1.83797	0.0	0.13468	0.40935	0.0	0.1912	8.84811
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium	9.04055	0.14954	0.03637	2.58827	0.25655	0.02738	0.05842	0.21518	2.13594	4.35075	0.53589	0.03313	1.296	0.02356	0.27303	0.25896	0.21381	0.14756
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium	8.13694	0.24745	0.04269	1.77457	2.58671	1.78076	0.00096	0.02349	1.60413	1.27939	0.6202	0.56887	2.79501	5.86686	0.6394	0.04715	0.1839	0.63555
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Agromyces	7.05482	0.04407	0.01183	0.0	0.00783	0.02188	0.06011	0.30172	0.21435	0.0	0.0	0.08706	0.0	0.0	0.00565	0.01116	0.38322	0.01178
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus	5.85104	4.41244	1.80925	44.76318	3.04456	3.96948	18.26664	6.9138	10.88602	16.72883	26.37206	10.42817	14.19602	4.1417	5.54178	0.00358	8.40514	8.19125
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Brucella	3.49599	0.30244	0.5406	0.0	0.02065	0.14267	0.0	0.06205	0.26001	0.0	0.0	0.77364	0.0	0.12748	0.01897	0.01848	0.12555	0.19328
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Promicromonosporaceae|g__Cellulosimicrobium	3.3362	0.0	0.00728	0.0	0.0	0.0	0.0	0.04258	0.0	0.0	0.0	0.0	0.0	0.0	0.01706	0.0	0.0	0.01551
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter	3.17785	0.02524	0.04454	1.10422	0.7515	0.40474	0.00197	0.29078	0.26092	1.15734	0.0	0.00614	0.12137	0.54309	0.1364	0.0	0.36224	0.1823
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacter	2.94512	20.06804	0.05721	2.71231	12.8367	11.39786	11.19082	40.1622	3.30371	0.2267	1.01704	10.88965	2.82031	10.92644	0.48867	71.89909	2.55196	1.12879
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Prescottella	2.7092	0.01144	0.00026	0.01509	0.0	0.00207	0.0	0.04397	0.03358	0.02375	0.0	0.0	0.02433	0.0	0.1874	0.0	0.0	0.0204
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Reyranellaceae|g__Reyranella	2.1333	0.07457	0.31076	0.03182	0.03729	0.05913	0.02397	0.05731	0.42758	0.08764	0.49037	0.03999	0.08008	0.37823	0.04247	0.00502	0.11357	0.0539
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Thiomonas	1.0825	0.0	0.00046	0.0	0.0	0.0	0.76165	0.00811	0.0	0.0	0.0	0.02124	0.0	0.0	0.0	0.0	0.00217	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas	0.89424	0.85402	4.43541	0.0	0.17175	0.62111	0.1471	0.20298	0.33533	0.23652	0.0	0.53402	0.0	0.46434	0.27223	0.01218	0.10282	10.90529
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia	0.73865	6.14577	0.45544	1.46119	11.49268	0.10428	3.85815	3.09282	3.68712	0.89698	0.39884	0.05064	0.84356	0.00029	0.61796	0.10789	0.02956	6.04507
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium	0.47864	1.84481	0.73519	1.25162	17.78801	0.14081	1.75136	3.75222	2.94725	1.90632	8.69925	0.05767	8.59375	0.17659	1.49026	0.2932	0.24176	1.10741
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Beutenbergiaceae|g__Salana	0.42703	0.02234	0.00365	0.0	0.0	0.0	0.0	0.00139	0.03493	0.0	0.0	0.0	0.0	0.0	0.01319	0.0	0.0	0.01339
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Paraburkholderia	0.41466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Afipia	0.28184	0.33042	0.05524	1.25751	1.05349	0.40631	0.29609	1.14522	0.37861	2.35948	0.0602	0.45365	1.86254	1.08645	3.67075	0.24853	0.08316	0.48465
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus	0.25106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Kaistiaceae|g__Kaistia	0.23128	0.08489	0.54409	0.00522	0.0	0.10784	0.01485	0.0149	0.07218	0.00165	0.00488	0.04517	0.00277	0.32536	0.0	0.04946	0.0073	0.08395
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides	0.2208	0.02397	0.00082	0.25024	0.0	0.55594	0.0	0.09185	0.70362	0.08453	0.22102	1.34018	0.8087	0.06793	0.05102	0.0	0.59488	0.81034
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia	0.20181	0.29985	0.47385	0.79962	0.21515	0.16095	0.43988	0.74994	0.39193	0.08459	0.28719	0.04734	0.22094	0.57526	0.09399	0.73045	0.05891	0.27737
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter	0.18751	0.12816	0.06551	0.01418	0.03519	1.08981	0.08723	0.02081	0.14835	0.0	0.03192	2.67295	0.00459	0.0918	0.15149	0.03223	0.59375	0.11564
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Leifsonia	0.17618	0.0	0.0	0.0	0.11042	0.0	0.16965	0.00193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0.15499	0.30351	0.06067	2.83584	1.79365	0.41586	0.0	0.15442	0.50587	0.01919	1.2814	0.68564	1.28378	0.022	4.62604	0.0	0.18571	2.77324
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Alcaligenes	0.12857	0.9534	9.06644	0.06977	1.19387	2.54691	0.04965	0.38847	0.58546	4.11594	0.30612	6.22813	0.0	1.99551	0.0	0.0	3.12447	0.5167
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Pseudaminobacter	0.11137	0.00115	0.0	0.0	0.0	0.00181	0.0	0.00262	0.0	0.0	0.0	0.0007	0.0	0.0	0.0	0.00056	0.0	0.02795
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium	0.10783	0.41029	0.26827	0.00847	0.78283	0.08918	0.19315	0.53471	0.45058	0.01071	0.02756	0.04782	0.00667	0.50775	0.03409	1.33251	0.04402	0.2893
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus	0.10409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00228	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia	0.09361	0.0	0.0	0.0	0.17461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Aquamicrobium	0.08461	0.1355	4.05424	0.00449	0.0	1.40882	0.0	0.0	0.58834	0.0	0.06192	0.08445	0.02258	0.04762	0.0043	0.0	0.0069	1.4491
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium	0.0799	0.79551	0.01814	0.40793	1.60315	0.21498	2.47522	2.64193	0.18357	0.30044	3.25891	0.30761	2.01631	2.07533	0.10206	1.03652	0.53282	0.09933
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus	0.07247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00132	0.0	0.0	0.0	0.00185
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae|g__Streptomyces	0.06756	0.0	0.0	0.0	0.0	0.0	0.04627	0.0	0.0	0.1203	0.0	0.0	0.0	0.0	0.01245	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas	0.06231	0.12388	0.15283	0.13299	0.5596	0.64547	0.14874	0.14039	0.1321	0.52509	0.42993	0.10369	0.18167	0.11858	0.25106	0.27021	0.05655	0.07928
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis	0.06214	1.03429	9.51436	0.00219	0.16879	1.25868	0.0586	0.31454	1.05357	0.14056	0.22181	1.9755	0.37011	0.3151	0.30877	0.10126	0.1395	0.70661
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	0.06202	0.14658	0.13395	0.21219	0.715	0.11581	0.12938	0.17069	0.10945	0.13459	0.53947	0.09974	0.27297	0.14568	0.17149	0.28892	0.05286	0.17141
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	0.05517	0.10682	0.12656	0.90974	0.0	0.37534	0.01147	0.04764	0.77804	0.24037	0.15513	0.82576	0.16809	0.13892	0.0164	0.01827	0.21877	0.61841
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pandoraea	0.05503	0.0	0.05739	0.17139	0.0	0.0	0.0	0.02233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae|g__Eubacterium	0.05253	0.01622	0.07611	0.00209	0.0	0.22302	0.04991	0.00047	0.07255	0.0	0.0	0.11428	0.0	0.04199	0.012	0.0	0.00437	0.14716
k__Bacteria|p__Bacteroidota|c__CFGB343|o__OFGB343|f__FGB343|g__GGB781	0.04415	0.02987	0.0	0.0	0.0	0.19287	0.0	0.03208	0.07846	0.0	0.0	0.04141	0.0	0.17451	0.0	0.01727	0.02422	0.07776
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola	0.04273	0.00213	0.00055	0.18679	0.0146	0.28758	0.00045	0.10728	0.40996	0.07759	0.12218	0.44397	0.46814	0.04025	0.06304	0.0	0.29226	0.30903
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Chelatococcaceae|g__Camelimonas	0.03949	0.0	0.01125	0.0	0.0	0.00385	0.0	0.0	0.00329	0.00528	0.0	0.00259	0.00143	0.0	0.0	0.0	0.0	0.00711
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium	0.03811	0.02878	0.03072	0.0	0.0	0.06866	0.07761	0.0262	0.136	0.0	0.0	0.01304	0.0	0.00313	0.01077	0.05543	0.00584	0.11515
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella	0.03567	0.04554	0.01529	0.0108	0.01103	0.08109	0.0	0.00607	0.0099	0.0	0.03516	0.06583	0.00442	0.0	0.0395	0.0	0.02016	0.09998
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium	0.03513	0.03112	0.01708	0.00607	0.0	0.17919	0.0	0.01697	0.05822	0.0	0.01821	0.1119	0.0179	0.0265	0.01138	0.0	0.02998	0.10626
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__GGB23756	0.02748	0.10437	2.83939	0.01698	0.0	1.62356	0.02221	0.06546	1.81947	0.00511	0.0	0.77807	0.06213	0.88637	0.01317	0.03946	0.05576	2.90229
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Akkermansiaceae|g__Akkermansia	0.02301	0.02931	0.00476	0.0045	0.0	0.0522	0.0	0.00986	0.02912	0.0	0.00263	0.01582	0.0	0.03533	0.03933	0.0	0.02811	0.04916
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Delftia	0.02075	0.00663	0.00966	0.0	0.0	0.02832	0.0	0.00444	0.06005	0.26605	0.0339	0.06987	0.03322	0.02706	0.10474	0.0	0.00243	0.04431
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Bordetella	0.01848	0.0	0.00021	0.0	0.0	0.0	0.0	0.0	0.00459	0.00179	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae|g__Brachybacterium	0.01786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03652	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB6613	0.01778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04184	0.06128	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0.01714	0.05198	0.00171	0.30694	0.02799	0.21614	0.0	0.01102	0.02709	0.00173	0.07605	0.10379	0.05066	0.0	0.14057	0.0	0.06459	0.28402
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Chelatococcaceae|g__Chelatococcus	0.01367	0.00238	0.00992	0.00309	0.0	0.00014	0.0	0.0	0.00322	0.00032	0.01619	0.00013	0.07688	0.08667	0.0	0.0	0.0	5e-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Pseudoxanthobacteraceae|g__Pseudoxanthobacter	0.01269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__CFGB2403|o__OFGB2403|f__FGB2403|g__GGB6601	0.01266	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01288	0.0	0.0	0.0	0.0	0.00685	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified	0.01253	0.01074	0.05028	0.0	0.0	0.81364	0.01105	0.00759	0.0415	0.0	0.0	0.32173	0.00098	0.53423	0.0	0.01319	0.03129	0.04318
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	0.01162	0.24683	0.0589	0.0	0.0	0.43863	0.00898	0.09499	0.15661	0.06247	0.01751	0.21239	0.11999	0.06755	0.03631	0.10148	0.02874	0.16898
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__GGB2734	0.01151	0.02728	0.0202	0.127	0.0	0.0548	0.0	0.0297	0.0227	0.0	0.0	0.05175	0.0	0.02288	0.0	0.0	0.06731	0.04353
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia|o__Acidithiobacillales|f__Acidithiobacillaceae|g__Acidithiobacillus	0.01056	0.0	0.00202	0.0	0.0	0.0	0.0	0.0	0.00666	0.0	0.0	0.00397	0.0	0.0	0.0	0.0	0.0	0.00209
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Morganellaceae|g__Providencia	0.0104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0.00943	0.0	0.0	0.0	0.0	0.02064	0.0	0.0	0.0	0.0	0.0	0.01661	0.0	0.0	0.0	0.0	0.0	0.01009
k__Bacteria|p__Proteobacteria|c__CFGB2404|o__OFGB2404|f__FGB2404|g__GGB6612	0.00858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00078	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__CFGB658|o__OFGB658|f__FGB658|g__GGB1627	0.00847	0.01504	0.00344	0.0	0.0	0.01762	0.0	0.02166	0.12199	0.03236	0.0	0.0611	0.0	0.0068	0.0	0.0	0.01197	0.12773
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Trichococcus	0.0081	0.0	0.0	0.01132	0.0	0.53022	0.00157	0.0	0.0	0.04648	0.03195	0.0	0.0	0.0	0.10436	0.0	0.0	0.18616
