clade_name	CGH1	CGH2	CGH3	CGH4	CGH5	CGH6	SLMC1	SLMC2	SLMC3	SLMC4	SLMC5	SLMC6	UST1	UST2	UST3	UST4	UST5	UST6
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_japonensis	136310.0	0.0	0.0	283.0	42694.0	59456.0	0.0	0.0	0.0	6286.0	6351.0	0.0	0.0	533.0	0.0	0.0	59695.0	35928.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_temperans	137672.0	101587.0	1687423.0	557858.0	691907.0	187114.0	380.0	0.0	681181.0	477650.0	638833.0	66759.0	38663.0	107570.0	236773.0	351550.0	217356.0	475012.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacter|s__Mycolicibacter_arupensis	124956.0	0.0	151196.0	14101.0	32144.0	218419.0	1349.0	11528.0	787.0	929.0	265.0	25387.0	1056.0	0.0	21483.0	4255.0	823.0	9990.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_granuli	121056.0	2419017.0	25033.0	153857.0	120768.0	80500.0	6130.0	33160.0	27743.0	531382.0	295118.0	2990.0	698.0	0.0	0.0	91.0	0.0	3066.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_acidaminiphila	106516.0	83389.0	4974.0	7663.0	318254.0	1145.0	0.0	351509.0	43453.0	1993.0	48924.0	12437.0	271899.0	4099.0	0.0	13935.0	3228.0	6457.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Comamonas|s__Comamonas_thiooxydans	149558.0	209134.0	20911.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	985.0	2582.0	96414.0	15258.0	2374.0	13309.0	0.0	13885.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter_lindaniclasticus	97877.0	0.0	0.0	5425.0	0.0	404680.0	143885.0	0.0	12333.0	215741.0	267994.0	774259.0	84985.0	0.0	1544.0	92989.0	0.0	311.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__GGB65558|s__GGB65558_SGB88691	89320.0	14156.0	0.0	290133.0	112445.0	46888.0	0.0	0.0	14827.0	30978.0	24470.0	8940.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae|g__Propioniciclava|s__Propioniciclava_sp_MC1595	84099.0	64402.0	161.0	222889.0	199145.0	3425.0	2764.0	0.0	19188.0	24383.0	11587.0	0.0	14499.0	56000.0	31352.0	10590.0	9532.0	132398.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Nitrobacteraceae|g__Afipia|s__Afipia_carboxidovorans	87380.0	7524.0	78086.0	134782.0	74983.0	150595.0	30282.0	0.0	41258.0	113382.0	57852.0	25307.0	3644.0	0.0	17633.0	11429.0	11403.0	6870.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_kookii	71172.0	633211.0	0.0	56751.0	0.0	0.0	42567.0	0.0	138.0	0.0	0.0	0.0	0.0	0.0	372.0	0.0	0.0	4015.0
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_humi	101918.0	345392.0	0.0	83611.0	70862.0	5935.0	0.0	0.0	30647.0	44839.0	12654.0	1075.0	1817.0	0.0	0.0	0.0	761.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Methylophilaceae|g__Methylobacillus|s__Methylobacillus_methanolivorans	65042.0	1710.0	0.0	0.0	0.0	3654.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_cellulitidis	98044.0	102056.0	1193.0	31091.0	11879.0	18358.0	0.0	0.0	2591.0	47623.0	63163.0	0.0	0.0	0.0	0.0	0.0	0.0	642.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_terrae	72742.0	121070.0	25738.0	69129.0	70648.0	4767.0	0.0	1352.0	3915.0	5202.0	7400.0	7457.0	8497.0	8032.0	27594.0	0.0	7471.0	27039.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis	60521.0	87865.0	90372.0	70375.0	58379.0	150969.0	68819.0	76008.0	22465.0	8835.0	28996.0	75086.0	13431.0	17466.0	29336.0	129349.0	13111.0	18766.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas_europaea	53579.0	0.0	96375.0	65467.0	133675.0	4789.0	2839.0	0.0	5598.0	327.0	6606.0	0.0	0.0	0.0	0.0	0.0	1924.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens	63824.0	33551.0	57533.0	39321.0	33258.0	63239.0	71627.0	12816.0	9834.0	8822.0	11941.0	18850.0	50980.0	970.0	0.0	1535.0	1067.0	5451.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Brucella|s__Brucella_anthropi	92385.0	124909.0	0.0	32966.0	20764.0	14621.0	0.0	1299130.0	0.0	0.0	44128.0	0.0	2230.0	0.0	0.0	0.0	0.0	5922.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_composti	87602.0	357.0	14880.0	3238.0	51650.0	99554.0	7151.0	0.0	189882.0	142290.0	87394.0	373846.0	39722.0	1609.0	7218.0	16198.0	27262.0	4632.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_mageritense	150249.0	0.0	0.0	4693.0	500816.0	449583.0	6470.0	0.0	562.0	0.0	698.0	17708.0	275242.0	11064.0	132318.0	262.0	25712.0	29224.0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	29422.0	5926.0	6362.0	24879.0	13510.0	11464.0	5248.0	1110.0	6571.0	23764.0	45239.0	918.0	0.0	638.0	8746.0	0.0	5512.0	1954.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Caenibius|s__Caenibius_sp_WL	59424.0	50049.0	4615.0	7240.0	6201.0	974.0	6187.0	0.0	3093.0	4512.0	6077.0	180.0	0.0	0.0	0.0	0.0	1917.0	763.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_ferus	28851.0	7100.0	0.0	65769.0	16485.0	30216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	36063.0	7754.0	1227.0	354047.0	44149.0	13207.0	0.0	30350.0	31554.0	59932.0	40755.0	0.0	41159.0	6964.0	78041.0	48016.0	0.0	438928.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micropepsales|f__Micropepsaceae|g__GGB34785|s__GGB34785_SGB132544	43951.0	6278.0	0.0	276.0	10547.0	5950.0	14997.0	0.0	31467.0	30395.0	5103.0	12900.0	12022.0	41517.0	44613.0	32638.0	37892.0	28473.0
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bacteriovoracales|f__Bacteriovoracaceae|g__Bacteriovorax|s__Bacteriovorax_stolpii	60340.0	82067.0	0.0	0.0	0.0	71653.0	14533.0	0.0	1932.0	362.0	75018.0	110774.0	175276.0	27111.0	470.0	0.0	0.0	67963.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_crocea	52656.0	0.0	0.0	882.0	86173.0	67291.0	0.0	2977.0	0.0	505.0	7317.0	101734.0	0.0	0.0	0.0	0.0	404.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Gemmobacter|s__Gemmobacter_aquaticus	48648.0	140802.0	1007.0	1976.0	489.0	4660.0	26285.0	0.0	9966.0	11762.0	7550.0	2546.0	0.0	9227.0	1612.0	3489.0	0.0	4746.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_sp_Root552	52976.0	3570.0	37221.0	2066.0	16353.0	3893.0	171.0	0.0	21133.0	49990.0	3820.0	1405.0	0.0	0.0	0.0	474.0	0.0	1666.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Amnimonas|s__Amnimonas_aquatica	21557.0	2139.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	5011.0	263.0	199.0	0.0	0.0	0.0	0.0	0.0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_soehngenii	26805.0	60887.0	35734.0	267331.0	38685.0	7193.0	229.0	0.0	2173.0	63715.0	17693.0	97.0	0.0	0.0	0.0	0.0	0.0	1475.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_malaquae	47756.0	0.0	0.0	1968.0	3847.0	25817.0	0.0	55219.0	0.0	0.0	0.0	9782.0	11436.0	6875.0	9380.0	67332.0	2283.0	2518.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	50354.0	42276.0	38953.0	74023.0	27749.0	58482.0	46329.0	39755.0	34313.0	31682.0	35509.0	37589.0	75974.0	55841.0	61691.0	58421.0	35507.0	58281.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_sp_Q	60392.0	0.0	0.0	672946.0	24541.0	607939.0	0.0	244624.0	0.0	0.0	0.0	820.0	0.0	0.0	11347.0	6065.0	1013.0	13195.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Azonexaceae|g__Azonexus|s__Azonexus_hydrophilus	29618.0	7103.0	26263.0	56092.0	26586.0	5748.0	2843.0	0.0	237918.0	77772.0	60872.0	3203.0	0.0	1545.0	6940.0	6313.0	3617.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_microcysteis	36977.0	2065.0	1093.0	0.0	1833.0	3893.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6368.0	0.0	0.0	39.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Phenylobacterium|s__Phenylobacterium_kunshanense	42064.0	23624.0	1662.0	0.0	0.0	1548.0	310.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	558.0	0.0	243.0	2348.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodobacter|s__Rhodobacter_sp_SGA_6_6	40521.0	74706.0	2978.0	0.0	2524.0	2925.0	2226.0	0.0	33903.0	5007.0	5059.0	8047.0	7282.0	768.0	2134.0	0.0	3801.0	1919.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae|g__Gordonia|s__Gordonia_hongkongensis	48804.0	32605.0	0.0	49190.0	171161.0	13530.0	0.0	0.0	0.0	0.0	1098.0	1124.0	547448.0	16153.0	41223.0	36831.0	120437.0	101617.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_soli	33874.0	2880.0	140.0	982.0	5960.0	1586.0	6457.0	0.0	1612.0	2102.0	8627.0	436.0	2600.0	2331.0	1778.0	0.0	4223.0	14639.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_neoaurum	51759.0	0.0	0.0	2165.0	25282.0	45248.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3227.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_fortuitum	55528.0	66715.0	878.0	52350.0	156358.0	338720.0	9098.0	1315.0	94620.0	5619.0	13377.0	178007.0	319700.0	61399.0	210626.0	26567.0	67020.0	134136.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_indicum	25500.0	1322.0	0.0	5759.0	0.0	0.0	0.0	0.0	171.0	617.0	34.0	0.0	170.0	151.0	0.0	5316.0	4619.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae|g__Bosea|s__Bosea_sp_47_2_35	44139.0	109748.0	6037.0	5845.0	34002.0	5494.0	2183.0	0.0	1061.0	6276.0	23471.0	0.0	0.0	1970.0	2548.0	0.0	4588.0	9800.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Leucobacter|s__Leucobacter_muris	26871.0	12740.0	0.0	32967.0	22704.0	4706.0	3411.0	0.0	254417.0	559527.0	220185.0	16436.0	1176.0	0.0	0.0	1086.0	0.0	25007.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Alphaproteobacteria_unclassified|f__Alphaproteobacteria_unclassified|g__Micavibrio|s__Micavibrio_aeruginosavorus	21868.0	76802.0	0.0	0.0	24139.0	3242.0	0.0	0.0	28258.0	0.0	0.0	513.0	0.0	0.0	0.0	0.0	1523.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_caeni	32796.0	122176.0	16017.0	16417.0	3150.0	606.0	3325.0	0.0	23799.0	3057.0	22323.0	1185.0	82.0	4344.0	1732.0	6845.0	1362.0	3934.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Macellibacteroides|s__Macellibacteroides_fermentans	28880.0	31444.0	179312.0	57160.0	38160.0	68952.0	695.0	566.0	44786.0	147862.0	230285.0	14550.0	355.0	339.0	2954.0	3492.0	0.0	1328.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__GGB23756|s__GGB23756_SGB35463	28121.0	702850.0	185885.0	983026.0	361791.0	17592.0	4963.0	13815.0	28386.0	193841.0	390468.0	5060.0	0.0	0.0	11013.0	3666.0	1056.0	3509.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Shinella|s__Shinella_zoogloeoides	35186.0	103391.0	0.0	1610.0	8671.0	471.0	0.0	0.0	0.0	0.0	2217.0	0.0	1240.0	0.0	0.0	0.0	11493.0	1673.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_virginiense	34347.0	0.0	1227.0	0.0	0.0	35746.0	67230.0	5323.0	977.0	3009.0	19114.0	60418.0	0.0	0.0	445.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_sp_KKS102	37517.0	27630.0	363190.0	44081.0	29584.0	16431.0	11545.0	0.0	216627.0	127844.0	184273.0	13963.0	1000.0	29600.0	568684.0	248656.0	230927.0	404134.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__Brevundimonas|s__Brevundimonas_pondensis	23809.0	247376.0	53851.0	102532.0	42848.0	37925.0	0.0	281931.0	12369.0	21687.0	39504.0	3823.0	0.0	0.0	0.0	0.0	43064.0	36427.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Aquamicrobium|s__Aquamicrobium_lusatiense	33536.0	739534.0	2914.0	427866.0	81776.0	0.0	0.0	52699.0	0.0	4726.0	74684.0	0.0	0.0	2462.0	372.0	1208.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium|s__Mycolicibacterium_austroafricanum	43008.0	39766.0	55414.0	23568.0	73426.0	88892.0	2346.0	42571.0	101083.0	14911.0	3278.0	4906.0	0.0	70568.0	556628.0	115504.0	157069.0	24538.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_sp_YC_RL4	36937.0	565.0	16255.0	2796.0	26238.0	52001.0	3411.0	2191.0	369876.0	30373.0	15929.0	13904.0	0.0	3308.0	23413.0	5146.0	1769.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas|s__Sphingomonas_sp_3F27F9	29027.0	26818.0	27331.0	27092.0	22658.0	43018.0	38814.0	35780.0	32880.0	25762.0	32317.0	33016.0	52054.0	38756.0	35259.0	32798.0	28295.0	27396.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae|g__Methyloterrigena|s__Methyloterrigena_soli	30153.0	66420.0	1931.0	0.0	46813.0	52379.0	0.0	0.0	26430.0	8363.0	2550.0	39286.0	76710.0	0.0	286071.0	28092.0	166087.0	66411.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_zopfii	38597.0	4667.0	230.0	68577.0	15422.0	117676.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Xinfangfangia|s__Xinfangfangia_soli	29348.0	156211.0	17266.0	53305.0	20426.0	794.0	1321.0	0.0	391.0	1497.0	26924.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	14378.0	17069.0	15080.0	87976.0	78527.0	7637.0	1384.0	11587.0	40245.0	74923.0	35059.0	1575.0	0.0	6647.0	16603.0	116359.0	27224.0	2635.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Uruburuella|s__Uruburuella_suis	15838.0	1169.0	2018.0	34516.0	2542.0	7573.0	0.0	0.0	3248.0	2563.0	72.0	0.0	0.0	0.0	32.0	6229.0	0.0	1642.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_tandoii	22112.0	103086.0	0.0	627.0	0.0	0.0	899.0	0.0	108.0	0.0	0.0	0.0	0.0	754.0	28970.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Diaphorobacter|s__Diaphorobacter_nitroreducens	21792.0	2725.0	0.0	1638.0	9357.0	981.0	0.0	0.0	10789.0	0.0	0.0	0.0	0.0	5832.0	12464.0	11767.0	3553.0	38821.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Gemmobacter|s__Gemmobacter_serpentinus	24270.0	13465.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1016.0	1509.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_SGB55573	18809.0	5371.0	0.0	724.0	6620.0	94049.0	0.0	98918.0	0.0	0.0	0.0	16621.0	2119.0	573.0	0.0	0.0	0.0	7944.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Kaistiaceae|g__Kaistia|s__Kaistia_adipata	26338.0	153626.0	2050.0	6301.0	17965.0	4701.0	7785.0	125661.0	2030.0	14086.0	32071.0	2592.0	0.0	194.0	0.0	0.0	428.0	0.0
k__Bacteria|p__Bacteroidota|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_solisilvae	15994.0	367.0	90962.0	1093.0	2721.0	2040.0	4428.0	0.0	56116.0	2235.0	41336.0	169.0	32818.0	0.0	27305.0	92368.0	5263.0	5206.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis	9581.0	0.0	0.0	18901.0	2490.0	266.0	0.0	539.0	18449.0	5660.0	15951.0	0.0	2400.0	0.0	0.0	0.0	0.0	1064.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae|g__Pseudochrobactrum|s__Pseudochrobactrum_algeriensis	20045.0	146648.0	0.0	17675.0	0.0	0.0	0.0	1282.0	6585.0	4227.0	58157.0	0.0	1781.0	0.0	0.0	0.0	0.0	1226.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Reyranellaceae|g__Reyranella|s__Reyranella_massiliensis	30783.0	117855.0	113591.0	27971.0	130262.0	23595.0	967.0	1643307.0	38180.0	11870.0	20198.0	5675.0	4003.0	13784.0	13216.0	3975.0	23089.0	15694.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae|g__Micropruina|s__Micropruina_glycogenica	18445.0	47693.0	0.0	3674.0	38531.0	36832.0	19231.0	0.0	12575.0	9342.0	1316.0	4246.0	10456.0	19008.0	15390.0	14482.0	31497.0	99026.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_denitrificans	22769.0	33135.0	242.0	3902.0	17176.0	19503.0	3466.0	0.0	2368.0	2124.0	6097.0	1632.0	7952.0	5666.0	5577.0	2714.0	5088.0	8660.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Novosphingobium|s__Novosphingobium_arvoryzae	16492.0	13287.0	87234.0	1294.0	2010.0	2777.0	0.0	0.0	0.0	8146.0	12444.0	964.0	5617.0	34824.0	41970.0	134082.0	33452.0	3692.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Amaricoccus|s__Amaricoccus_macauensis	23011.0	14612.0	200.0	62484.0	30182.0	5645.0	40.0	0.0	0.0	14091.0	8038.0	0.0	0.0	0.0	0.0	0.0	0.0	575.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Agrobacterium|s__Agrobacterium_tumefaciens	26387.0	15575.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Thermomonas|s__Thermomonas_beijingensis	12981.0	2445.0	110864.0	0.0	560.0	10975.0	1169.0	0.0	6936935.0	39754.0	2230.0	1470412.0	25739.0	1320.0	5887.0	361835.0	28651.0	5910279.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium|s__Hyphomicrobium_zavarzinii	20318.0	4704.0	0.0	170.0	28492.0	221.0	196.0	0.0	0.0	2926.0	0.0	0.0	0.0	7363.0	5892.0	0.0	21362.0	28705.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Acidovorax|s__Acidovorax_sp_210_6	17181.0	4202.0	0.0	0.0	494.0	6635.0	4379.0	0.0	26214.0	33201.0	27265.0	11697.0	79.0	3725.0	1712.0	12485.0	778.0	457956.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosospira|s__Nitrosospira_multiformis	14900.0	0.0	0.0	0.0	6164.0	229.0	19238.0	0.0	4536.0	0.0	937.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_junii	14648.0	0.0	0.0	15584.0	0.0	0.0	0.0	0.0	7875.0	0.0	0.0	0.0	0.0	1447.0	164677.0	46874.0	0.0	9780.0
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	9533.0	835.0	89.0	108092.0	9291.0	7810.0	0.0	10065.0	13952.0	32087.0	16377.0	0.0	0.0	7059.0	40208.0	244783.0	0.0	24449.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae|g__Hyphomicrobium|s__Hyphomicrobium_SGB73432	17299.0	0.0	0.0	2313.0	0.0	2546.0	30774.0	0.0	0.0	5183.0	673.0	0.0	0.0	0.0	0.0	524.0	3047.0	0.0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae|g__Shinella|s__Shinella_sp_DD12	30900.0	27705.0	841.0	1398.0	17442.0	365.0	0.0	0.0	0.0	0.0	3569.0	0.0	6972.0	31050.0	44954.0	1832.0	137488.0	25010.0
